"","perl_cutting_edge_programming_language","perl_encouraged_at_workplace","perl_good_language_for_startup","perl_easy_to_maintain","perl_code_scales_well","management_encourages_perl_for_new_projects","management_views_perl_as_cutting_edge","management_views_perl_as_easy_to_maintain","management_thinks_perl_scales_well","perl_good_first_programming_language","perl_good_tool_for_beginners","perl_good_tool_early_career_programmers","perl_good_tool_experienced_programmers","perl_good_tool_system_administrators","perl_good_tool_network_engineers","perl_good_tool_embedded_systems_programmers","perl_good_tool_applications_programmers"
"326",6,3,6,5,6,3,1,1,1,6,6,6,6,6,6,3,4
"327",6,1,1,5,1,1,1,1,1,1,1,1,6,6,1,1,1
"328",4,5,7,6,6,5,3,5,5,2,2,3,7,7,6,2,6
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",6,6,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",5,7,4,6,1,1,1,1,1,2,3,5,7,7,5,3,6
"333",2,6,6,5,4,5,3,6,5,7,7,6,4,6,7,2,2
"334",6,6,5,5,6,6,5,5,6,4,4,5,6,6,6,1,1
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2,4,3,3,2,2,2,2,2,7,6,5,7,7,4,3,3
"337",6,5,6,NA,1,5,1,1,1,6,6,6,6,6,1,1,6
"338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",5,6,3,4,7,3,6,4,3,2,5,5,7,7,6,4,7
"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",6,7,7,7,7,5,4,4,5,4,3,4,6,6,6,1,6
"344",5,5,4,4,4,4,4,4,4,2,2,6,6,6,3,2,2
"345",6,6,6,5,6,6,4,4,5,4,5,5,6,6,6,4,6
"346",3,6,3,4,5,6,4,5,5,2,2,2,5,6,6,3,4
"347",6,1,6,7,5,1,1,1,1,7,7,7,7,7,6,2,5
"348",5,5,7,6,6,4,3,1,1,5,5,2,7,7,6,4,6
"349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",1,2,1,4,6,2,2,2,2,5,5,7,7,7,7,1,5
"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",7,2,7,6,6,3,2,3,2,4,5,7,7,7,7,3,7
"355",5,6,5,4,6,6,6,6,6,NA,4,5,7,7,7,1,7
"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",7,6,6,6,5,4,4,4,5,6,7,7,7,7,7,5,6
"358",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",5,1,5,4,4,1,1,1,1,3,4,1,5,6,6,3,6
"361",3,5,5,5,4,3,3,3,3,2,2,3,6,7,6,5,6
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",7,7,7,7,7,7,7,7,7,6,6,5,7,7,7,1,5
"364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,2,2
"366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",5,6,7,7,6,4,1,1,1,7,7,7,7,7,7,1,6
"368",6,5,6,5,7,5,4,6,5,5,6,4,7,7,7,6,6
"369",6,7,6,6,6,7,5,5,5,5,5,4,5,7,7,1,6
"370",6,4,4,4,1,2,2,1,1,5,5,5,6,6,6,1,5
"371",3,4,NA,5,3,3,2,2,3,2,2,5,7,7,1,6,2
"372",7,3,6,5,6,3,3,1,1,5,5,6,6,7,7,1,1
"373",6,6,6,6,6,6,1,1,1,6,6,6,7,7,6,1,5
"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2,5,5,6,7,5,2,2,5,6,6,6,6,6,2,2,6
"376",5,7,6,5,5,6,3,4,5,3,4,3,7,7,7,5,6
"377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",5,6,6,7,6,5,4,4,4,5,5,6,6,7,6,5,5
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",3,1,3,5,5,1,1,1,1,2,4,5,5,7,6,1,3
"381",5,6,6,5,6,NA,NA,NA,NA,2,2,4,6,7,6,NA,5
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",7,3,5,5,6,3,3,3,3,6,6,1,7,7,7,5,5
"384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",NA,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,7
"386",3,3,4,4,3,1,1,1,1,3,4,3,4,6,5,1,3
"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",7,7,7,7,1,7,1,1,1,7,7,7,7,7,1,1,1
"390",5,7,7,6,7,6,4,7,7,7,7,5,7,7,7,5,6
"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",6,6,6,6,6,1,1,1,1,5,6,6,7,6,6,5,6
"394",2,5,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2
"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",7,7,7,5,7,7,7,7,7,4,4,5,7,7,1,1,7
"397",3,4,4,3,3,3,3,4,4,2,7,7,7,7,7,1,6
"398",6,7,7,7,5,7,7,7,6,5,6,7,7,7,7,4,5
"399",5,6,1,5,4,6,4,4,1,3,3,5,7,6,6,5,6
"400",5,6,5,4,5,5,1,1,1,4,4,5,6,6,6,1,4
"401",4,4,4,5,1,2,2,2,2,3,3,3,6,6,1,1,1
"402",7,6,7,7,7,6,6,6,7,6,6,6,7,7,7,6,6
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",6,7,6,6,6,7,6,5,7,6,6,6,6,7,6,4,NA
"405",1,3,4,5,5,3,1,3,3,7,6,5,7,7,7,6,6
"406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",1,1,1,3,1,1,1,1,1,5,5,6,7,7,5,1,3
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",6,7,5,4,5,6,6,5,6,6,5,5,7,7,7,5,5
"410",2,7,3,5,4,5,3,6,6,2,2,5,6,6,6,2,6
"411",5,7,6,6,5,6,4,5,6,6,6,6,6,7,7,4,6
"412",6,7,7,7,7,7,7,7,7,5,5,6,7,7,7,5,7
"413",5,7,7,6,7,7,6,4,7,4,4,4,6,7,7,5,5
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",3,5,3,2,6,5,3,5,NA,2,2,2,5,5,3,5,5
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",6,5,6,6,6,1,1,1,1,5,6,6,7,7,6,1,6
"418",6,5,7,6,7,4,4,3,3,5,5,6,7,7,7,7,7
"419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",5,5,5,4,3,3,3,3,3,5,5,5,5,6,3,3,3
"421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",5,3,5,5,4,2,2,2,4,4,5,5,7,6,6,3,6
"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"425",6,6,6,6,6,7,6,5,6,5,5,5,7,7,6,1,6
"426",5,1,6,6,1,1,1,1,1,1,6,1,1,7,1,1,1
"427",5,6,7,6,6,6,5,6,5,NA,5,6,6,7,7,4,7
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",3,2,2,2,3,2,2,2,3,2,2,2,4,5,3,2,2
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",6,7,5,5,6,6,1,6,6,5,6,7,7,7,1,4,6
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",7,6,5,6,7,5,7,7,6,2,2,3,7,7,7,4,7
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",7,7,7,7,7,6,4,1,1,1,1,1,7,7,1,7,7
"437",3,5,6,5,5,2,2,6,6,6,6,6,6,6,6,6,6
"438",4,7,5,5,6,7,6,6,6,7,7,6,6,7,1,6,6
"439",2,4,5,5,5,3,3,3,6,6,6,6,6,6,6,6,6
"440",6,2,5,6,6,1,1,1,1,6,6,1,6,6,1,1,6
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",5,7,6,5,5,7,5,5,5,5,5,5,5,5,5,5,5
"443",7,1,5,7,1,1,1,1,1,6,6,6,6,6,1,1,5
"444",5,1,5,5,5,1,1,1,1,4,5,4,7,7,6,4,5
"445",7,6,5,5,5,6,5,4,5,7,7,7,7,7,7,5,7
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",7,7,7,6,6,6,5,6,6,6,6,6,6,7,6,4,7
"449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",6,7,3,6,6,7,6,6,6,7,2,4,7,7,6,1,6
"451",5,5,5,5,5,6,5,5,6,6,6,6,6,7,3,1,1
"452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",7,5,7,6,7,7,5,5,5,6,6,6,6,7,7,2,4
"454",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7
"455",7,7,7,6,6,7,7,6,6,3,3,3,7,7,7,4,7
"456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",5,4,5,5,5,4,4,4,4,5,5,6,7,7,7,7,7
"458",1,2,5,5,6,2,1,1,1,5,5,4,6,7,7,1,6
"459",4,6,6,6,6,1,1,1,1,6,6,6,6,7,7,1,5
"460",6,6,6,6,1,1,1,1,1,5,5,6,6,7,7,1,6
"461",7,6,6,6,6,1,1,1,1,6,6,6,6,6,6,1,1
"462",7,7,7,7,7,7,6,6,7,5,6,7,7,7,5,4,6
"463",5,7,5,5,6,1,1,1,1,4,6,6,6,7,7,4,6
"464",4,7,5,6,5,6,4,5,5,3,4,7,7,6,1,1,6
"465",6,5,6,6,5,5,5,2,3,6,6,7,7,7,6,1,5
"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",2,4,3,3,2,4,4,3,2,2,2,2,5,5,5,5,5
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",1,7,6,3,5,7,6,6,6,2,4,4,6,6,1,1,5
"471",5,3,7,6,6,3,3,1,1,5,7,7,7,7,7,1,7
"472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",6,4,4,3,3,3,2,2,2,5,5,5,6,7,7,3,4
"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",6,4,7,6,7,4,2,2,2,3,6,6,7,7,7,5,7
"476",5,3,5,5,1,2,2,1,NA,3,6,6,7,7,1,1,6
"477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",5,6,1,3,1,5,4,4,1,6,6,1,6,7,5,1,4
"481",2,3,2,2,2,2,2,2,2,2,2,2,3,5,5,2,2
"482",6,6,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,6,NA,4,5
"483",7,6,7,6,7,6,5,6,6,6,6,7,7,7,7,5,7
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",6,2,5,4,4,2,2,1,1,5,5,5,6,6,6,5,5
"486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",6,6,6,5,7,6,5,4,7,4,4,7,7,7,6,3,6
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",1,5,1,3,1,5,1,3,3,3,3,7,7,7,7,1,1
"490",6,7,7,6,6,7,7,7,7,5,5,6,7,7,7,5,6
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",3,1,5,5,4,1,5,1,1,6,6,6,6,7,5,1,6
"493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,1,7
"495",6,7,7,6,7,7,1,7,1,7,7,7,7,7,7,1,7
"496",1,6,1,5,5,6,1,5,5,6,4,5,6,6,1,1,6
"497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",7,7,7,6,6,7,6,6,6,5,5,6,6,7,7,1,6
"499",3,6,5,2,3,5,1,1,1,3,2,3,4,6,5,3,2
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",6,7,6,6,1,1,1,1,1,5,5,6,6,7,6,2,3
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",5,3,6,6,6,3,3,3,3,5,4,4,6,6,6,5,6
"505",5,3,5,4,4,3,3,2,2,7,7,7,7,7,7,4,4
"506",2,2,2,2,6,2,2,1,1,2,2,3,3,6,1,2,2
"507",5,7,7,7,4,7,1,6,1,5,5,6,6,6,6,6,6
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",6,6,3,6,6,3,4,3,4,7,3,5,7,7,7,3,4
"510",6,1,6,6,1,1,1,1,1,4,5,6,7,7,1,1,1
"511",5,1,1,5,5,1,1,1,1,6,6,6,6,6,6,3,4
"512",4,2,2,4,3,2,2,2,1,3,2,3,7,7,3,NA,4
"513",5,6,2,5,6,6,2,5,5,2,2,5,7,7,7,3,6
"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",5,6,5,5,1,6,1,6,6,7,6,6,1,7,5,6,5
"516",7,6,7,7,7,6,5,6,6,5,5,6,6,6,6,6,6
"517",3,4,3,3,4,4,1,1,1,2,3,3,4,5,5,1,5
"518",6,1,6,6,6,1,1,1,1,6,6,1,7,7,6,5,6
"519",3,6,3,4,5,5,3,3,5,4,4,5,6,6,6,3,3
"520",6,7,5,4,5,6,6,6,6,7,7,7,7,7,1,1,4
"521",3,6,5,4,2,6,6,4,4,2,2,2,3,5,5,3,5
"522",5,5,6,6,6,5,4,5,5,6,5,6,7,7,6,1,6
"523",3,3,2,5,5,2,2,3,3,3,4,3,5,6,4,3,3
"524",7,2,6,7,7,2,2,2,2,7,5,6,6,6,6,5,6
"525",6,6,6,6,7,5,5,3,5,6,6,6,7,7,7,4,6
"526",6,5,5,6,6,6,6,5,5,5,6,6,7,7,7,7,7
"527",6,6,3,5,5,4,3,3,3,3,3,3,7,7,7,4,5
"528",1,7,1,7,6,6,1,6,1,6,6,7,7,7,1,1,6
"529",5,4,6,5,5,1,1,1,1,5,5,5,7,7,7,3,7
"530",5,6,6,4,7,6,5,5,5,5,5,5,7,7,1,1,6
"531",6,4,6,4,4,1,1,1,1,3,5,7,7,7,7,2,6
"532",6,3,1,4,3,1,1,1,1,3,3,5,5,7,6,1,1
"533",6,6,7,7,7,6,4,3,6,2,2,6,7,7,1,1,7
"534",7,4,6,6,7,3,3,3,1,5,6,6,7,7,7,7,7
"535",4,7,4,4,5,7,4,4,5,5,7,7,7,7,7,4,7
"536",7,2,6,4,6,2,2,2,2,3,3,4,7,7,7,1,4
"537",2,2,2,2,NA,2,2,2,2,2,2,2,2,5,5,2,2
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",4,6,4,4,1,1,1,1,1,3,3,5,6,6,1,1,5
"540",6,6,7,6,6,1,1,1,1,5,5,6,6,7,7,7,5
"541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",6,4,7,6,5,3,2,1,1,6,6,5,7,7,7,3,5
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",6,4,6,4,5,3,NA,NA,NA,6,6,6,6,7,6,NA,6
"546",5,7,2,2,3,7,5,5,6,2,2,3,6,7,2,2,4
"547",5,7,6,6,6,1,1,1,1,5,5,6,7,7,1,1,5
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",4,5,4,4,5,3,3,3,5,5,4,4,6,6,6,4,5
"552",6,5,6,6,5,5,5,7,5,4,4,5,7,7,7,1,1
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",7,3,7,7,7,3,1,3,1,7,7,7,7,7,7,7,7
"555",7,1,6,6,6,1,1,1,1,6,7,7,7,7,1,1,1
"556",5,6,5,5,4,3,3,2,1,4,3,6,6,7,7,3,4
"557",5,6,5,5,4,6,5,5,4,5,5,5,4,1,1,1,1
"558",4,6,5,6,6,7,4,4,7,4,5,7,7,7,1,2,3
"559",4,5,7,7,7,3,3,6,6,3,3,6,7,6,6,4,7
"560",5,5,6,6,3,3,3,1,3,3,4,5,6,6,1,2,5
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",3,7,7,5,1,6,1,1,1,5,5,5,7,7,7,1,7
"564",7,7,7,6,7,7,7,6,6,6,6,6,7,7,7,1,6
"565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",5,5,6,5,6,5,1,1,1,6,6,6,6,7,1,1,1
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",4,6,4,3,5,1,1,1,1,4,4,5,6,6,4,4,4
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",5,7,7,7,1,7,1,7,1,5,5,5,7,7,7,1,1
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",4,5,3,5,4,1,1,1,1,2,3,4,6,6,6,4,3
"574",5,6,7,5,6,6,6,4,5,5,NA,5,6,6,5,5,7
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",5,4,6,5,6,4,3,4,5,5,4,5,6,7,5,3,5
"578",5,4,4,5,4,4,NA,4,4,6,5,5,7,7,7,7,6
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",6,5,6,7,6,3,5,3,7,7,7,7,7,7,7,7,7
"581",6,7,5,6,6,7,4,4,4,5,6,6,7,7,7,6,7
"582",1,1,1,6,1,1,1,1,1,6,6,1,6,6,1,1,1
"583",6,4,3,5,4,3,3,3,3,5,6,6,6,6,6,7,6
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",5,6,5,5,5,2,2,2,1,5,7,7,7,7,1,1,1
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",7,5,7,7,7,5,5,5,5,7,7,7,7,7,7,7,7
"588",6,1,6,6,6,3,6,6,6,4,5,1,6,7,7,1,3
"589",4,6,5,5,6,5,3,6,6,6,6,6,6,7,6,3,3
"590",1,1,1,5,6,1,1,1,1,3,4,6,6,7,6,1,6
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",3,5,5,5,1,3,3,1,1,3,4,5,5,6,5,1,1
"593",5,7,7,6,6,6,5,5,5,4,4,5,NA,7,7,3,5
"594",4,5,6,6,5,1,1,1,1,4,4,5,7,7,6,3,4
"595",6,3,5,6,6,3,3,3,6,6,6,6,7,7,7,3,6
"596",6,7,7,7,7,7,7,7,7,6,5,6,7,7,7,1,7
"597",7,2,6,5,6,2,2,3,1,6,6,7,7,7,1,3,4
"598",4,7,6,5,5,6,3,5,4,4,5,6,6,7,7,4,5
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",5,1,6,6,6,3,3,4,4,6,6,6,6,6,6,1,5
"601",5,7,7,6,6,7,7,6,6,6,5,5,6,6,6,1,5
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",5,1,6,5,5,1,1,1,1,2,2,4,6,7,6,2,6
"605",6,6,7,6,7,6,5,5,5,6,6,6,7,7,7,5,6
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",3,4,1,3,1,1,5,1,1,2,2,2,5,7,5,3,4
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",4,7,5,6,6,7,4,5,5,6,6,6,6,6,6,6,6
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",6,7,6,5,6,1,1,1,1,3,4,5,7,6,1,1,4
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",5,7,6,5,1,1,1,1,1,4,5,NA,6,7,6,5,7
"619",6,7,6,6,6,4,4,5,2,4,3,4,6,6,6,1,5
"620",3,3,3,2,2,4,3,3,2,3,3,7,7,6,6,1,3
"621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",6,4,6,4,6,5,1,4,1,6,5,6,7,7,7,5,6
"624",1,7,5,4,5,7,4,4,6,5,6,6,7,7,6,1,1
"625",7,7,7,6,7,6,6,6,7,7,7,7,7,7,7,3,7
"626",5,5,4,4,1,NA,4,4,1,3,4,3,6,6,3,3,4
"627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",6,1,7,6,NA,1,1,1,1,4,6,7,7,7,6,5,4
"629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",6,6,7,4,5,1,1,1,1,7,7,7,7,7,7,5,5
"632",5,5,6,3,1,1,1,1,1,3,4,6,6,7,6,6,6
"633",6,7,6,7,5,4,3,1,3,5,6,6,6,7,6,5,4
"634",6,3,5,7,6,3,3,3,3,6,6,6,7,7,7,6,6
"635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",5,4,5,5,1,4,1,1,1,6,6,6,6,7,6,1,6
"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",3,3,2,2,5,3,3,3,3,3,5,5,4,5,5,4,2
"639",6,7,6,6,6,7,6,6,6,5,4,5,7,6,6,4,6
"640",5,1,6,6,6,1,1,1,1,6,6,6,6,7,6,5,6
"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",3,4,3,2,2,4,3,3,3,2,2,5,5,5,5,2,4
"643",5,6,5,4,5,1,1,1,1,3,3,3,6,6,6,1,3
"644",5,7,6,6,6,7,1,6,6,4,5,5,7,7,7,1,6
"645",5,6,6,7,5,6,4,6,1,4,4,4,6,6,1,4,3
"646",6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5
"647",3,6,5,5,4,5,4,5,5,6,6,6,6,7,5,4,4
