"","language_1","language_2","language_3","language_4","language_5","where_perl_belongs_in_list"
"3469","javascript","bash","c","","",1
"3470","Python","php","Ruby","c","Prolog",1
"3471","java","C","M (Matlab)","","",3
"3472","Java","","","","",1
"3473","bash","vbscript","","","",1
"3474","","","","","",
"3475","bash","sql","php","java","c#",1
"3476","pl sql","php","javascript","","",2
"3477","php","javascript","bash","","",1
"3478","Bash","","","","",1
"3479","javascript","php","c","","",1
"3480","JavaScript","Python","Java","Scala","",2
"3481","ruby","haskell","lisp scheme","c","c++",1
"3482","PL/PgSQL","sql","ksh","php","javascript",3
"3483","","","","","",
"3484","C","sql","java","Pro*C","",1
"3485","Javascript","coldfusion","vbscript","java","C",1
"3486","php","python","javascript","","",4
"3487","java","javascript","c++","c","python",5
"3488","bash","php","elisp","","",1
"3489","C++","Java","javascript","C#","",2
"3490","","","","","",
"3491","sql","","","","",1
"3492","Javascript","","","","",1
"3493","","","","","",
"3494","C++","","","","",1
"3495","","","","","",
"3496","C#","java","javascript","python","php",3
"3497","SQL","C++","Lua","","",1
"3498","","","","","",
"3499","","","","","",
"3500","","","","","",
"3501","","","","","",
"3502","","","","","",
"3503","","","","","",1
"3504","C","C++","Python","Java","C#",6
"3505","Java","c++","C#","","",3
"3506","javascript","xslt","bash","","",1
"3507","javascript","css","html","","",1
"3508","java","ruby","r","python","",1
"3509","c","c++","java","","",1
"3510","bash","Excel","","","",1
"3511","PHP","Javascript","c","c++","",1
"3512","","","","","",
"3513","","","","","",
"3514","php","","","","",2
"3515","c++","matlab","","","",2
"3516","python","ruby","","","",1
"3517","Javascript","","","","",1
"3518","","","","","",
"3519","javascript","","","","",1
"3520","","","","","",
"3521","php","bash","java","javascript","prolog",5
"3522","c++","java","javascript","","",3
"3523","javascript","sql","ruby","sh","xslt",1
"3524","c","javascript","python","c++","java",1
"3525","","","","","",
"3526","Haskell","Common Lisp","C++","Prolog","",1
"3527","Java","","","","",2
"3528","batch/bash scripting","JavaScript","","","",1
"3529","","","","","",
"3530","javascript","java","php","","",1
"3531","","","","","",
"3532","perl","bash","erlang","C","",1
"3533","ruby","elisp","python","javascript","common lisp",1
"3534","","","","","",
"3535","javascript","","","","",1
"3536","","","","","",1
"3537","c++","python","bash","","",2
"3538","","","","","",
"3539","JavaScript","Objective-C","PHP","c/c++","",1
"3540","","","","","",
"3541","bash","python","c","c++","",1
"3542","c","","","","",1
"3543","javascript","java","","","",1
"3544","","","","","",
"3545","C/C++","SQL","Java","vbscript","javascript",3
"3546","javascript","java","php","asp","c#",1
"3547","C","C++","OCaml","javascript","",1
"3548","objective-c","javascript","bash","","",1
"3549","Java","Lisp","Python","","",1
"3550","","","","","",1
"3551","PHP","","","","",1
"3552","","","","","",
"3553","","","","","",
"3554","","","","","",1
"3555","","","","","",
"3556","VB","Unix shell script","Java","VBA","",2
"3557","","","","","",
"3558","C#","JavaScript","","","",3
"3559","c","python","c++","","",2
"3560","javascript","sql","sh","","",1
"3561","javascript","","","","",1
"3562","Java","Ruby","Python","C","",2
"3563","C","c++","shell","java","",1
"3564","C#","java","C","Scala","Go",3
"3565","java","c++","C#","ruby","Scala",6
"3566","","","","","",1
"3567","python","bash","","","",1
"3568","bash","JavaScript","C","","",1
"3569","","","","","",
"3570","","","","","",
"3571","","","","","",
"3572","c++","javascript","","","",1
"3573","","","","","",
"3574","Ruby","c","Java","Scala","C++",6
"3575","","","","","",1
"3576","pascal","php","c","c++","",3
"3577","","","","","",1
"3578","hungarian","","","","",6
"3579","Java","C#","C","Python","",3
"3580","cold fusion","C","NQP","java","c#",2
"3581","C++","ksh","cobol","","",1
"3582","Bourne Shell","C","Ruby","Haskell","",1
"3583","","","","","",
"3584","","","","","",
"3585","DCL (on VMS, a scripting tool)","Fortran","basic","C","c++",2
"3586","R","Javascript","","","",1
"3587","","","","","",
"3588","javascript","PHP","Python","","",2
"3589","unix shell","windows batch","xslt","html","php",1
"3590","","","","","",
"3591","Ruby","PHP","Javascript","Python","Java",4
"3592","","","","","",
"3593","C","C++","python","bash","haskell",1
"3594","","","","","",
"3595","Javascript","","","","",1
"3596","lua","c++","","","",3
"3597","javascript","c","java","","",1
"3598","","","","","",1
"3599","c++","python","c","bash","erlang",6
"3600","","","","","",
"3601","java","python","c","ruby","c++",4
"3602","javascript","c","","","",1
"3603","Python","Shell","Ruby","","",2
"3604","","","","","",
"3605","PL/SQL","ksh","Java","","",3
"3606","Bourne-Again Shell","C++","Java","","",1
"3607","ksh","cobol","C","awk","",2
"3608","","","","","",
"3609","","","","","",
"3610","Java","PHP","c++","","",2
"3611","sql","php","objective c","bash","",1
"3612","","","","","",
"3613","","","","","",
"3614","c","ruby","","","",1
"3615","","","","","",1
"3616","JavaScript","PHP","Scheme","AWK","Dylan",1
"3617","c","c++","javascript","php","java",3
"3618","c++","javascript","Java","","",1
"3619","JavaScript","PHP","","","",2
"3620","pl sql","c","cobol","java","javascript",1
"3621","java","pl sql","objective c","","",3
"3622","c++","php","c","bash","java",1
"3623","","","","","",
"3624","","","","","",
"3625","","","","","",
"3626","","","","","",1
"3627","shell","c","","","",1
"3628","C","Objective-C","","","",1
"3629","Actionscript 3 (Adobe Flash)","Javascript","Python","PHP","C++",2
"3630","php","ruby","c#","c++","c",4
"3631","Java","php","bash","c++","awk",3
"3632","SQL","","","","",1
"3633","python","java","c","","",4
"3634","php","sql","html","js","css",6
"3635","","","","","",
"3636","java","php","bash","awk","",3
"3637","c","","","","",2
"3638","","","","","",1
"3639","java","c","c++","python","BASIC",5
"3640","","","","","",1
"3641","php","shell","javascript","","",2
"3642","C#","java","sql","visual basic","ksh",1
"3643","javascript","ruby","bash","","",1
"3644","","","","","",
"3645","","","","","",1
"3646","Perl","Python","Ruby","Java","C",1
"3647","","","","","",
"3648","","","","","",1
"3649","c","php","tcl tk","","",1
"3650","vbscript","","","","",1
"3651","javascript","bash","C","","",1
"3652","shellscript","C","Java","Ruby","Python",1
"3653","C","ruby","JavaScript","bash","",1
"3654","perl","ruby","power shell","javascript","",1
"3655","","","","","",
"3656","Common Lisp","Scheme","haskell","","",1
"3657","","","","","",
"3658","javascript","c","","","",1
"3659","c++","ruby (rails)","javascript","","",2
"3660","","","","","",
"3661","","","","","",1
"3662","","","","","",
"3663","","","","","",
"3664","java","javascript","bash","c++",".net",3
"3665","Java","","","","",1
"3666","Java","","","","",2
"3667","C","C++","Bash scripting","","",2
"3668","python","php","java","c++","c",6
"3669","","","","","",
"3670","","","","","",
"3671","Java","C/C++","Asm","","",3
"3672","php","ruby","javascript","python","",1
"3673","MS shell/powershell","Rebol","factor","","",1
"3674","","","","","",
"3675","ksh","","","","",2
"3676","php","bash","perl","","",3
"3677","python","java","sql","","",2
"3678","javascript","erlang","c++","","",1
"3679","Python","Lisp","C","sh","Haskell",3
"3680","JavaScript","","","","",1
"3681","javascript","java","r","c","",1
"3682","c++","xslt","ZSH","","",2
"3683","python","php","groovy","java","c",2
"3684","","","","","",
"3685","","","","","",
"3686","shell","C","","","",1
"3687","c","","","","",1
"3688","javascript","visual basic","c","","",1
"3689","","","","","",
"3690","","","","","",
"3691","php","c++","","","",3
"3692","pl sql","c","bash","php","c++",1
"3693","php","c","bash","python","pascal",1
"3694","C","python","bash","","",2
"3695","Java","C#","Classic ASP","PowerShell","PHP",6
"3696","JavaScript","PHP","bash","java","",4
"3697","Bourne shell","","","","",1
"3698","awk","C","java","phyton","basic",1
"3699","JavaScript","sql","c","python","",1
"3700","java","javascript","powershell","","",6
"3701","perl","vbscript","","","",1
"3702","php","","","","",2
"3703","C","C++","sql","dcl","",1
"3704","bash","python","awk","","",1
"3705","","","","","",
"3706","C#","PHP","","","",3
"3707","Perl6","javascript","Java","Haskell","C",1
"3708","c++","c","bash","java","python",6
"3709","","","","","",
"3710","c","sql","","","",1
"3711","java","python","c++","","",4
"3712","","","","","",
"3713","Python","sh","awk","C","",6
"3714","","","","","",1
"3715","javascript","c","python","bash","java",1
"3716","javascript","bash","","","",1
"3717","bash","c","sql","ruby","php",1
"3718","","","","","",
"3719","","","","","",
"3720","c","awk","PHP","","",1
"3721","","","","","",
"3722","php","javascript","c","sql","",1
"3723","Java","php","","","",1
"3724","C","","","","",1
"3725","fortran","python","bash","awk","c++",4
"3726","Perl","Bash","Java","","",1
"3727","","","","","",
"3728","Propriatery and rare","c","","","",1
"3729","c","lisp","","","",1
"3730","Ruby","Python","ksh","c","",2
"3731","C","c++","python","r","euclid",1
"3732","Python","Java","","","",1
"3733","javascript","sql","bash","c","python",1
"3734","C++","C","Lua","Javascript","",3
"3735","","","","","",1
"3736","","","","","",
"3737","","","","","",
"3738","Javascript","C++","C","PHP","C#",1
"3739","Java","R","","","",1
"3740","","","","","",
"3741","","","","","",1
"3742","bash","php","javascript","C","C++",1
"3743","bash","PHP","c++","c","",3
"3744","javascript","ruby","python","","",1
"3745","php","python","","","",2
"3746","C++","Bash","","","",2
"3747","javascript","clojure","","","",1
"3748","C++","php","java","","",3
"3749","asp.net","java","php","","",4
"3750","Java","javascript","python","Scala","c++",1
"3751","c","haskell","","","",1
"3752","java","csh","actionscript 3","delphi","c++",3
"3753",".Net","Java","C++","C","PHP",6
"3754","Java","C","Groovy","Javascript","PHP",1
"3755","","","","","",
"3756","delphi","C# - Visual Studio","","","",3
"3757","PHP","","","","",1
"3758","Java","C#","php","","",6
"3759","java","Javascript","XSLT","C","Ruby",5
"3760","","","","","",
"3761","sql","javascript","php","bash","c",1
"3762","ruby","java","c++","javascript","bash",6
"3763","","","","","",
"3764","","","","","",1
"3765","Delphi","Python","TeX","Lua","PostScript",6
"3766","Java","AF-APL","Groovy","","",1
"3767","","","","","",
"3768","","","","","",
"3769","c++","PHP","C","","",3
"3770","","","","","",
"3771","C++","python","","","",1
"3772","OCaml","Common Lisp","Scheme","Haskell","",2
"3773","Java","C","","","",2
"3774","","","","","",1
"3775","python","ruby","bash","objective c","c",1
"3776","","","","","",
"3777","c","c++","python","","",1
"3778","python","javascript","sql","java","",1
"3779","Progress 4GL","VBA","","","",1
"3780","C","C++","C#","java","Python",3
"3781","javascript","","","","",1
"3782","","","","","",
"3783","ruby","python","c++","","",1
"3784","","","","","",
"3785","xslt","javascript","bash","","",1
"3786","C","Tcl","","","",3
"3787","Oracle PL/SQL","visual basic","c","","",1
"3788","python","bash","","","",1
"3789","php","python","javascript","scheme","c",6
"3790","PHP","c","c++","java","python",1
"3791","java","c","c++","","",1
"3792","VBA Macros","JavaScript","PHP","","",4
"3793","Java","C","","","",1
"3794","C++","C","java","","",4
"3795","sql","javascript","","","",1
"3796","","","","","",
"3797","","","","","",
"3798","SQL","R","C","LaTeX","bash",1
"3799","TwinCAT (PLC)","C","visual basic","php","",1
"3800","TeX","bat files","","","",1
"3801","","","","","",
"3802","C","Java","python","haskell","",2
"3803","","","","","",
"3804","","","","","",
"3805","ruby","groovy","java","javascript","php",6
"3806","java","php","c/c++","","",1
"3807","C","Python","Java","","",1
"3808","C","c++","","","",1
"3809","Bourne shell","python","c","","",2
"3810","bash","c","","","",1
"3811","","","","","",
"3812","C","C++","bash","python","",4
"3813","","","","","",
"3814","csh","c++","ruby","","",4
"3815","","","","","",
"3816","Java","Python","Mosel","C++","",3
"3817","php","javascript","java","","",2
"3818","C#","javascript","python","C","",5
"3819","","","","","",
"3820","","","","","",
"3821","java","","","","",1
"3822","php","","","","",1
"3823","bash","c","Python","","",1
"3824","bash","","","","",1
"3825","","","","","",
"3826","c","php","","","",2
"3827","SQL","C","","","",1
"3828","python","awk","bash","rebol","pascal",1
"3829","java","c#","python","bash","",5
"3830","java","bash","javascript","tcl tk","c",2
"3831","c++","c","","","",1
"3832","","","","","",
"3833","T-SQL","Python","c++","","",
"3834","SQL","php","javascript","","",1
"3835","Javascript","C","","","",1
"3836","python","javascript","","","",3
"3837","c","python","Groovy","","",1
"3838","","","","","",
"3839","ksh","pl sql","python","transact sql","",3
"3840","C","C++","shell","elisp","dhcp-eval (embedded language in ISC DHCP server)",1
"3841","java","groovy","javascript","","",4
"3842","Python","Common Lisp","Ruby","","",4
"3843","javascript","","","","",1
"3844","bash","C","Java","","",1
"3845","C","javascript","C++","","",1
"3846","","","","","",
"3847","","","","","",
"3848","c++","c","","","",2
"3849","javascript","Bash","php","","",1
"3850","awk","shell programming","","","",1
"3851","javascript","","","","",1
"3852","javascript","visual basic","emacs lisp","","",1
"3853","javascript","c","java","","",1
"3854","c++","java","","","",3
"3855","javascript","SQL","","","",1
"3856","c++","python","C","Octave","",1
"3857","javascript","php","python","bash","",1
"3858","c","ruby","ksh","java","",5
"3859","javascript","lua","java","php","visual",1
"3860","python","javascript","ruby","","",1
"3861","","","","","",
"3862","php","c","javascript","c++","python",1
"3863","","","","","",
"3864","javascript","php","C","","",1
"3865","","","","","",
"3866","r","","","","",1
"3867","C","php","shell","fortran 77","",2
"3868","Python","Javascript","C","","",1
"3869","java","python","","","",1
"3870","Ruby","javascript","sql","bash","php",3
"3871","","","","","",
"3872","Javascript","ASP","","","",2
"3873","ruby","c","haskell","scheme","erlang",1
"3874","scheme","elisp","lisp","ruby","awk",3
"3875","python","","","","",1
"3876","JavaScript","Shell","C","python","C++",1
"3877","Java","Python","C++","PHP","",4
"3878","r","","","","",1
"3879","Ruby","Javascript","Clojure","","",
"3880","","","","","",1
"3881","javascript","SQL","HTML","","",1
"3882","","","","","",
"3883","","","","","",
"3884","javascript","java","","","",1
"3885","","","","","",
"3886","python","C","erlang","lisp","",1
"3887","C","C++","shell","javascript","java",1
"3888","","","","","",
"3889","bash","","","","",1
"3890","C","","","","",1
"3891","php","R","java","javascript","",1
"3892","","","","","",
"3893","javascript","php","java","","",1
"3894","javascript","php","c","","",1
"3895","","","","","",
"3896","PHP","coldfusion","JavaScript","","",1
"3897","C","c++","python","ruby","haskell",1
"3898","tcl","bash","tcsh","php","",1
"3899","","","","","",
"3900","php","java","javascript","c","",2
"3901","python","javascript","c#","php","erlang",4
"3902","","","","","",
"3903","Javascript","java","c","bash","",1
"3904","","","","","",
"3905","","","","","",
"3906","python","javascript","c","","",1
"3907","","","","","",
"3908","","","","","",1
"3909","python","php","c","bash","java",1
"3910","","","","","",
"3911","javascript","PHP","","","",1
"3912","c","python","c++","ChucK","FAuSt",6
"3913","sql","JavaScript","SQL","","",1
"3914","Java","Python","various shell scripting languages","Tcl","javascript",1
"3915","php","bash","applescript","","",4
"3916","javascript","c","","","",1
"3917","python","haskell","lisp scheme","","",6
"3918","bash","sql","windows-cmd","python","",2
"3919","C","","","","",1
"3920","basic","c","javascript","java","",1
"3921","common lisp","haskell","python","","",1
"3922","PHP","SQL","JavaScript","","",1
"3923","php","bash","ruby","","",1
"3924","","","","","",1
"3925","","","","","",1
"3926","javascript","php","","","",1
"3927","sh","bash","C","python","",3
"3928","C++","","","","",1
"3929","","","","","",
"3930","Javascript","","","","",1
"3931","","","","","",1
"3932","C","pl sql","C++","ruby","",1
"3933","Sh","php","awk","","",1
"3934","C++","javascript","tcl tk","","",2
"3935","","","","","",
"3936","sql","javascript","C","bash","",1
"3937","bash","c","c++","java","",1
"3938","c++","python","c","java","r",1
"3939","javascript","","","","",1
"3940","","","","","",1
"3941","","","","","",
"3942","C","Java","C++","sh","BSD make",2
"3943","c","ruby","javascript","sql","java",1
"3944","Python","c","Java","","",4
"3945","sql","javascript","bash","java","clojure",1
"3946","c++","pascal","fortran","cobol","smalltalk",2
"3947","","","","","",
"3948","","","","","",
"3949","Javascript","python","php","","",1
"3950","","","","","",
"3951","C","python","ruby","","",2
"3952","Java","bash","","","",1
"3953","","","","","",
"3954","bash","visual basic","delphi","","",1
"3955","","","","","",
"3956","JavaScript","Shell Script","","","",1
"3957","Java","python","PHP","","",2
"3958","Javascript","","","","",1
"3959","","","","","",
"3960","","","","","",
"3961","Python","","","","",1
"3962","Java","C#","bash","Scala","PL/SQL",4
"3963","javascript","c++","bash","","",1
"3964","perl","Korn Shell/Bash","","","",1
"3965","c","shellscript","","","",1
"3966","python","java","","","",1
"3967","awk","c","erlang","lua","lisp scheme",1
"3968","","","","","",
"3969","java","groovy","javascript","c#","",3
"3970","javascript","bash","windows shell script","","",1
"3971","javascript","bash","tcl","c","",1
"3972","Java","php","javascript","C like languages","",1
"3973","Ruby","Javascript","c","","",1
"3974","bash","python","java","javascript","c++",1
"3975","Javascript","","","","",1
"3976","javascript","sql","bash","","",1
"3977","matlab","shell (bash)","R","","",2
"3978","PHP","Ruby","JavaScript","","",2
"3979","VB.NET","vb6","php","javascript/css/html","c#",6
"3980","C","Java","C++","Python","",6
"3981","Python","C","","","",1
"3982","c++","c","","","",2
"3983","","","","","",
"3984","Python","","","","",1
"3985","","","","","",
"3986","J2ME","java","PHP","","",1
"3987","","","","","",
"3988","","","","","",
"3989","C#","C++","Java","python","Haskell",3
"3990","bash","","","","",1
"3991","C#","javascript","vb.net","","",1
"3992","sql","javascript","c#","","",1
"3993","","","","","",
"3994","bash","C#","python","","",1
"3995","Shell","C","Haskell","","",1
"3996","","","","","",
"3997","c","bash/sh","","","",1
"3998","c","idl","matlab","fortran","",1
"3999","php","python","","","",1
"4000","BASH - Bourne again shell","Visual Basic for Applications","","","",1
"4001","","","","","",1
"4002","php","c","c++","javascript","c#",3
"4003","","","","","",
"4004","python","","","","",2
"4005","haskell","bash","","","",1
"4006","","","","","",
"4007","Common Lisp","C++","C","Ruby","assembler",1
"4008","Java","VBscript","c++","C","PHP",1
"4009","php","python","java","javascript","c",1
"4010","c","javascript","","","",1
"4011","XS","c","javascript","","",1
"4012","","","","","",
"4013","Python","Bash","","","",1
"4014","","","","","",1
"4015","sql","javascript","","","",1
"4016","javascript","","","","",1
"4017","php","javascript","sql","bash","",1
"4018","javascript","","","","",1
"4019","Python","Bash","bc","C++","",6
"4020","visual foxpro","tcl ","","","",2
"4021","Perl","javascript","bash","freebasic","python",1
"4022","","","","","",
"4023","java","javascript","","","",3
"4024","C#","Java","","","",2
"4025","bash","c","","","",1
"4026","PHP","Javascript","Java","","",3
"4027","PHP","C++","Ruby","Python","C#",3
"4028","ruby","javascript","c","c++","haskell",3
"4029","","","","","",
"4030","php","objective c","bash","c","",1
"4031","","","","","",
"4032","javascript","objective c","bash","ruby","",1
"4033","","","","","",
"4034","","","","","",
"4035","javascript","","","","",1
"4036","Python","php","C/C++","","",4
"4037","SQL variants","Javascript","Java","","",2
"4038","C","C++","Java","Javascript","",1
"4039","bash shell","","","","",2
"4040","","","","","",
"4041","java","xslt","javascript","postscript","python",4
"4042","Javascript","Java","C++","","",2
"4043","php","c","bash","c+","python",5
"4044","bourne shell","python","","","",1
"4045","Perl","Python","C","","",1
"4046","java","sh","","","",3
"4047","Perl","java","python","javascript","c",1
"4048","javascript","bash","sql","","",1
"4049","Bourne Shell","C Shell","Javascript/HTML","PL/SQL","",1
"4050","shell","","","","",1
"4051","Bash","javascript","","","",1
"4052","javascript","php","bash","java","",1
"4053","php","javascript","","","",1
"4054","javascript","","","","",1
"4055","Javascript","PHP","","","",1
"4056","Shell Scripting (bash and ksh)","Perl","","","",2
"4057","php","bash","javascript","","",1
"4058","bash","python","","","",1
"4059","C++","ActionScript","java","javascript","C",3
"4060","Intersystems Cache (MUMPS)","bash","awk","c","",2
"4061","","","","","",
"4062","Javascript","PHP","","","",1
"4063","","","","","",
"4064","Perl","HTML","CSS","Javascript","",1
"4065","c++","python","php","","",
"4066","javascript","actionscript","python","bash","",1
"4067","ruby","php","","","",3
"4068","Ruby","Javascript","php","","",1
"4069","SAS","visual basic","","","",2
"4070","visual basic","vbscript","","","",2
"4071","","","","","",
"4072","PHP","python","objective c","c","java",1
"4073","java","tcl tk","bash","python","objective c",1
"4074","PHP","Shell","","","",3
"4075","Python","JavaScript","","","",1
"4076","","","","","",
"4077","C/C++","PHP","python","Java","ruby",1
"4078","","","","","",
"4079","/bin/bash","python","c","","",1
"4080","JavaScript","","","","",1
"4081","php","","","","",1
"4082","Bourne Shell","C","Java","Python","",1
"4083","bash","awk","C","xpath","",1
"4084","C#","VBScript","Python","PHP","LUA",1
"4085","php","c++","c","javascript","java",1
"4086","","","","","",
"4087","","","","","",
"4088","R","Ruby","Java","","",2
"4089","lisp scheme","python","c","lua","erlang",6
"4090","java","scala","ruby","maple","",3
"4091","SQL","c++","PHP","","",1
"4092","","","","","",
"4093","php","visual basic (sucks)","","","",1
"4094","Java","PHP","SQL & PL/SQL","Perl","shell",4
"4095","bash","","","","",1
"4096","java","javascript","python","ruby","",6
"4097","C/AL","php","bash","powershell","",3
"4098","python","c","Ruby","Java","php",1
"4099","javascript","","","","",1
"4100","","","","","",
"4101","PHP","Perl","Java","","",1
"4102","JavaScript","Java","SQL","xslt","",2
"4103","c","C++","Python","Javascript","",1
"4104","java","","","","",1
"4105","SenseTalk","bash","","","",2
"4106","","","","","",
"4107","","","","","",
"4108","C","Python","Java","Rexx","Assembler",1
"4109","bash","","","","",1
"4110","PHP","JacaScript","c","c++","",1
"4111","javascript","ruby","","","",1
"4112","DOS Batch","Javascript","","","",1
"4113","c","C++","Python","Java","",2
"4114","Python","Javascript","Ruby","Java","PHP",4
"4115","PHP","Bash","c","sql","",2
"4116","Delphi","C++","","","",1
"4117","javascript","","","","",1
"4118","C","python","AutoIt","applescript","",1
"4119","javascript","C","tcl tk","sql","",1
"4120","TCL","javascript","PHP","KSH","C",1
"4121","","","","","",1
"4122","Ruby","Python","C","","",2
"4123","c++","javascript","python","","",2
"4124","java","c (ansi C)","bash","","",2
"4125","Java","Javascript","PHP","C++","",2
"4126","C#","java","c","","",1
"4127","SQL","C","","","",1
"4128","C++","C","python","","",4
"4129","java","Groovy","","","",1
"4130","C","","","","",2
"4131","c++","C","assembler","php","",5
"4132","PHP","","","","",1
"4133","bash","c","php","","",1
"4134","","","","","",1
"4135","python","C#","","","",1
"4136","","","","","",
"4137","C++","C","","","",1
"4138","java","javascript","c","c#","",1
"4139","","","","","",
"4140","Java","COBOL","","","",1
"4141","","","","","",
"4142","PHP","SQL","","","",3
"4143","Mysql","JavaScript","CSS","HTML","",4
"4144","python","bash scripting","java","","",1
"4145","","","","","",
"4146","bash","C","","","",1
"4147","java","bash","","","",1
"4148","java","php","C++","","",1
"4149","sql","java","python","","",1
"4150","","","","","",
"4151","","","","","",
"4152","PHP","","","","",1
"4153","actionscript","java","c","perl","",4
"4154","","","","","",
"4155","shell","python","","","",2
"4156","c","c++","matlab","emacs lisp","",1
"4157","r","bash","latex","c","",1
"4158","","","","","",
"4159","c++","","","","",1
"4160","SQL","Bash","javascript","c","",1
"4161","c++","c#","c","","",3
"4162","Java","","","","",2
"4163","javascript","ruby","c++","python","",1
"4164","","","","","",1
"4165","c++","","","","",2
"4166","c++","c#","haskell","javascript","python",4
"4167","C++","python","bash","perl","",4
"4168","C","","","","",1
"4169","bash","java","c","","",2
"4170","javascript","sql","","","",1
"4171","java","javascript","","","",2
"4172","Javascript","Oracle PL/SQL","Java","C","D",1
"4173","c++","c","assembler","java","sql",4
"4174","C","python","","","",3
"4175","python","C","haskell","bash","java",2
"4176","","","","","",
"4177","","","","","",
"4178","php","ruby","python","c","c++",1
"4179","ruby","javascript","","","",2
"4180","javascript","c++","objective c","python","awk",4
"4181","","","","","",
"4182","C# .NET","PHP","","","",2
"4183","c++","c#","python","java","",1
"4184","","","","","",1
"4185","C++","C","assembler","emacs lisp","",1
"4186","","","","","",
"4187","php","","","","",2
"4188","C","Tcl/Tk","","","",1
"4189","bash","c#","","","",1
"4190","c++","java","c","csh","",3
"4191","","","","","",1
"4192","","","","","",
"4193","SQL","java","","","",1
"4194","java","bash","javascript","pl sql","c++",3
"4195","C","arm assembler","x86 assembler","","",1
"4196","python","C","php","","",1
"4197","JavaScript","","","","",1
"4198","C","","","","",1
"4199","php","javascript","","","",3
"4200","SQL","pl sql","Shell","C","",1
"4201","C++","C","sh","","",2
"4202","C","C++","python","","",3
"4203","C#","php","javascript|","java","",3
"4204","C","sh","","","",1
"4205","Java","C","ruby","python","",1
"4206","javascript","php","","","",1
"4207","php","python","erlang","ruby","java",3
"4208","java","SQL","Shell","VBA","VB6",4
"4209","shell","ruby","","","",1
"4210","","","","","",1
"4211","Java","","","","",6
"4212","VAX BASIC","fortran","C","","",1
"4213","","","","","",
"4214","PHP","javascript","bash","","",2
"4215","javascript","php","delphi","","",1
"4216","JavaScript","Bash","","","",1
"4217","C","C++","Javascript","PHP","python",1
"4218","","","","","",1
"4219","","","","","",
"4220","","","","","",
"4221","Javascript","SQL","R","","",1
"4222","python","c","java","javascript","matlab",2
"4223","Bourne Shell","LISP","","","",1
"4224","javascript","java","c","c++","",1
"4225","python","c","java","bash","javascript",3
"4226","","","","","",
"4227","","","","","",
"4228","shell scripting (bash)","","","","",1
"4229","Objective-C/Cocoa","Ruby","bash","Python","",3
"4230","","","","","",
"4231","","","","","",
"4232","c","","","","",1
"4233","SQL","R","C","LaTeX","bash",1
"4234","jQuery","actionscript","","","",1
"4235","","","","","",
"4236","","","","","",
"4237","","","","","",1
"4238","javascript","c","ruby","python","",1
"4239","python","bash","csh","c","",1
"4240","sql","bash","c","","",1
"4241","korn/Bourne/Bash shells","","","","",1
"4242","Bash Shell Script","c","c++","php","java",1
"4243","java","javascript","","","",1
"4244","bash","","","","",1
"4245","python","javascript","","","",1
"4246","javascript","sql","","","",1
"4247","","","","","",1
"4248","Java","Bash","","","",1
"4249","Ruby","","","","",1
"4250","bash","php","c","","",1
"4251","Bash","Java","C","","",1
"4252","","","","","",
"4253","x++","c++","python","ruby","sed",6
"4254","shell","c","erlang","","",1
"4255","","","","","",
"4256","","","","","",
"4257","php","","","","",2
"4258","java","groovy","javascript","bash","plsql",4
"4259","C","Bourne shell","fortran","","",2
"4260","sql","","","","",1
"4261","","","","","",
"4262","","","","","",
"4263","SQL","matlab","javascript","C++","C",1
"4264","","","","","",
"4265","","","","","",
"4266","c","c++","c#","python","",1
"4267","","","","","",
"4268","Java","javascript","groovy","c++","",4
"4269","","","","","",
"4270","Java","c++","","","",1
"4271","","","","","",
"4272","","","","","",
"4273","C++","javascript","C","PHP","Lua",1
"4274","java","","","","",2
"4275","javascript","R","c++","","",1
"4276","","","","","",
"4277","python","java","","","",1
"4278","c++","c","java","bash","OpenOffice Basic",3
"4279","c++","","","","",2
"4280","","","","","",
"4281","Java","Python","c++","c","",3
"4282","sql","javascript","bash","","",1
"4283","php","javascript","sql","bash","-",3
"4284","","","","","",
"4285","c","sql","php","bash","java",1
"4286","","","","","",
"4287","","","","","",
"4288","java","c","","","",2
"4289","bash","java","","","",1
"4290","Bash","","","","",1
"4291","Java","C/C++","Javascript","Python","",1
"4292","R","python","","","",1
"4293","","","","","",
"4294","C","C++","Java","javascript","Assembly",1
"4295","Javascript","SQL ","Java","c","",1
"4296","c++","python","","","",1
"4297","java","sql","sh","","",2
"4298","javascript","bash","JAVA","C","",1
"4299","php","","","","",1
"4300","sql","shell","C","php","vb",1
"4301","Internal Google languages","C++","JavaScript","bash","Python",4
"4302","PL/SQL","HTML","CSS","","",1
"4303","Bash","SQL","","","",1
"4304","C","matlab","bash","","",3
"4305","C++","shell","","","",1
"4306","","","","","",
"4307","","","","","",
"4308","c++","java","csh","sh","javascript",3
"4309","SQL","JavaScript","sh","","",1
"4310","","","","","",
"4311","","","","","",
"4312","groovy","python","ruby","","",1
"4313","Bash","C#","Java","Objective C","",1
"4314","","","","","",1
"4315","","","","","",
"4316","","","","","",
"4317","javascript","C","","","",1
"4318","C++","java","C","FORTRAN","",6
"4319","","","","","",
"4320","php","javascript","C","","",1
"4321","java","python","php","","",4
"4322","java","php","c#","","",1
"4323","C","sql","","","",1
"4324","","","","","",
"4325","c++","python","ragel","erlang","haskell",2
"4326","PHP","EMCA Script","bash","","",1
"4327","visual basic","csh","","","",1
