"","CPAN_1","CPAN_2","CPAN_3","CPAN_4","CPAN_5"
"601","cgi::simple","lwp","net::dns","HTML::Strip","DBI"
"602","","","","",""
"603","","","","",""
"604","","","","",""
"605","DBI","Scalar::Util","Test::More","Encode","CPAN"
"606","","","","",""
"607","","","","",""
"608","","","","",""
"609","URI","Mime","","",""
"610","","","","",""
"611","","","","",""
"612","","","","",""
"613","libwww","DBI","DBD::Sybase","XML::Parser","Win32"
"614","","","","",""
"615","","","","",""
"616","HTML::Mason","DBD::mysql","Config::Simple","Apache::DBI","Data::Dumper"
"617","","","","",""
"618","DBI","HTML::Template","CGI::Builder","",""
"619","Test::More","DBI","CGI","Moose","Module::Build"
"620","","","","",""
"621","","","","",""
"622","","","","",""
"623","LWP","CGI","DBI","Archive::Zip","PAR::Packer"
"624","DBI","URI::URL","Cache::Memcached","Apache::Request","JSON"
"625","DBI","Catalyst","App::Cmd","CPAN","DBD::mysql"
"626","SOAP::Lite","","","",""
"627","","","","",""
"628","","","","",""
"629","","","","",""
"630","","","","",""
"631","","","","",""
"632","List::Util","Test::More","File::Copy","Carp","Pod::Usage"
"633","DBD::Oracle","Mail::Sender","Date::Manip","Time::HiRes","IO::Compress::Bzip2"
"634","LWP","","","",""
"635","","","","",""
"636","DBI","DBD::mysql","strict","diagnostics","Term::ANSIColor"
"637","","","","",""
"638","","","","",""
"639","mod_perl2","CGI","JSON::XS","DBD::Pg","DBD::Oracle"
"640","Data::Dumper","File::Basename","File::Spec","Plack","Moose"
"641","","","","",""
"642","","","","",""
"643","Net::LDAPS","Date::Manip","Config::IniFiles","Win32::OLE","Mail::Sender"
"644","Rose::DB","Catalyst","DBI","Mason","POSIX"
"645","XML::Smart","","","",""
"646","PDF::API2","Spreadsheet::WriteExcel","AnyEvent","",""
"647","","","","",""
"648","","","","",""
"649","Mysql","Postgres","PDF","",""
"650","","","","",""
"651","","","","",""
"652","","HTML::Template","","",""
"653","HTML::TreeBuilder","HTML::Tree","HTML::Template","",""
"654","Readonly","Time::Local","List::MoreUtils","List::Util","Data::Dumper"
"655","","","","",""
"656","DBI","DBD::Pg","Data::Dump","Tie::IxHash","Test::More"
"657","Win32::Process","","","",""
"658","DBI","XML::LibXSLT","XML::LibXML","Test::More","LWP"
"659","","","","",""
"660","Moose","DBIx::Class","Catalyst","XML::Compile","DBI"
"661","","","","",""
"662","","","","",""
"663","LWP::UserAgent","Template","DBIx::Class","CGI::Application","DBI"
"664","Test::More","Moose","XML::LibXML","List::Util","Catalyst"
"665","DateTime","CGI::Application","Business::OnlinePayment","Email::MIME","Moose"
"666","DBI","CGI","Data::Dumper","Date::Manip","System"
"667","","","","",""
"668","Moose","WWW::Mechanize","PDF::API2","SDL","Perl::Critic"
"669","","","","",""
"670","DBI","Net::LDAP","mod_perl2","Inline",""
"671","DBI","","","",""
"672","Moose","Template","Catalyst","JSON",""
"673","","","","",""
"674","","","","",""
"675","Sybase::DBlib","HTTP::Daemon","","",""
"676","CGI::Application","Template","DBI","HTML::TreeBuilder","Lingua::EN::Tagger"
"677","Catalyst","Moose","Template::Toolkit","MIME",""
"678","","","","",""
"679","","","","",""
"680","","","","",""
"681","","","","",""
"682","","","","",""
"683","DBIx::Class","Catalyst","Template","Moose",""
"684","Catalyst","DBIx::Class","DateTime","Test::More","RTF::Tokenizer"
"685","Getopt::Long","Config::Properties","","",""
"686","","","","",""
"687","","","","",""
"688","Http::","Agent::","Unicode::","",""
"689","DBD/DBI","Win32::AD::User","Win32::File","Win32::ODBC","Date::Calc"
"690","","","","",""
"691","DBI","CGI","Daemon","",""
"692","","","","",""
"693","WWW::Mechanize","TT2","Data::Dumper","YAML::Syck","CGI::Application"
"694","","","","",""
"695","","","","",""
"696","Test::More","LWP","DBI","Moose","Catalyst"
"697","CGI::Application","DBI","CGI::Session","Petal","Imager"
"698","","","","",""
"699","Data::Dumper","Storable","DBI","JSON","CGI"
"700","LWP::UserAgent","File::stat","Tk::Dialog","RFID::Reader",""
"701","SOAP","UTILS","","",""
"702","Net::DNS","LWP::UserAgent","DBD::DB2","DBD::Oracle","DBD::mysql"
"703","AuthCAS","Titanium","Moose","MooseX::Storage","YAML::XS"
"704","Spreadsheet::WriteExcel","DBD::SQLite","","",""
"705","DBIx::Class","DateTime","XML::LibXML","Encode","Test::More"
"706","DBI","MIME::Lite","Moose","Integer::Tiny","DBIx::Class"
"707","cgi","dbi","PDF::API2","",""
"708","Catalyst","DBD::Oracle","Moose","JSON::Any",""
"709","Moose","Dancer","DBIx::Class","DBI","Config::General"
"710","","","","",""
"711","","","","",""
"712","","","","",""
"713","","","","",""
"714","","","","",""
"715","Error","Log::Log4perl","Class::Accessor","Win32::TieRegistry","File::Temp"
"716","DBD::mysql","Mail::Sendmail","Time::localtime","File::Basename","Time::Local"
"717","Apache2 (mod_perl2)","DBIx::Class","Test::More","Perl::Tidy","Catalyst"
"718","","","","",""
"719","","","","",""
"720","Data::Dumper","DBI","DBD","CGI","Spreadsheet::Read"
"721","DBI::DBD","DBD::mysql","Spreadsheet::ParseExcel","Time::HiRes",""
"722","","","","",""
"723","Gtk2","Glib","DBI","DBD::SQLite","Test::More"
"724","","","","",""
"725","DBI","LWP","XML::Simple","Devel::ptkdb","Data::Dumper"
"726","","","","",""
"727","DBI","CGI::NMS::Script::FormMail","OpenOffice::OODoc","MIME::Base64","Socket"
"728","Moose","Template","XML::Twig","DBIx::Class","Builder"
"729","DBI","Tk","LWP","MIME::Lite",""
"730","","","","",""
"731","","","","",""
"732","","","","",""
"733","","","","",""
"734","Catalyst","LWP","Test::More","Test::WWW::Mechanize","Image::Magick"
"735","Catalyst","Modperl","Mason","DBI","Moose"
"736","DBI","DBD::Pg","IO::Select","DBD::mysql",""
"737","DBI","LWP","CGI","IO:All","Data::Dumper"
"738","LWP","DBI","Moose","JSON::XS","AnyEvent"
"739","XML::LibXML (and siblings)","DBI","Class::Accessor","DBIx::Class","Catalyst"
"740","Moose","Catalyst","Test::More","DBI",""
"741","","","","",""
"742","Moose","Catalyst","DBIx::Class","Template::Toolkit","WWW::Mechanize"
"743","File::Rsync","DBD::mysql","HTML::Table","",""
"744","","","","",""
"745","Class::Accessor","Getopt::Long","SVG","Params::Validate","Test::More"
"746","","","","",""
"747","","","","",""
"748","common::sense","XML::Simple","CGI::Application","HTML::Template","Data::Dumper"
"749","XML::Twig","Template","XML::Parser","Getopt::Long","Data::Dumper"
"750","CPAN","Math::BigInt","Math::Matrix","Math::Random",""
"751","DateTime","Crypt::CBC","Plack","Moose","DBI"
"752","Gtk2","Tie::IxHash","Net::LDAP","XML::Smart","Date::Simple"
"753","File::Find::Rule","Bundle::libwin32","Text::CSV","Tk","Spreadsheet::WriteExcel"
"754","DBD::mysql","Test::More","Gearman::XS","",""
"755","","","","",""
"756","Catalyst","DBI","CGI","",""
"757","Net::Telnet","Net::SMTP","Net::FTP","",""
"758","","","","",""
"759","HTML::Mason","DBI","","",""
"760","","","","",""
"761","Perl::Tidy","Perl::Critic","Data::Dumper","",""
"762","","","","",""
"763","","","","",""
"764","","","","",""
"765","","","","",""
"766","","","","",""
"767","","","","",""
"768","Net::SSH","Proc::ProcessTable","Getopt::Long","Nagios NRPE CPAN package","Net::IMAP"
"769","","","","",""
"770","LWP","CGI","Catalyst","XS",""
"771","","","","",""
"772","IO::Socket","Data::Dumper","Text::CSV","Getopt::Mixed","Date::Simple"
"773","","","","",""
"774","DBI","CGI::Application","HTML::Template","HTML::TreeBuilder","Net::FTP"
"775","Data::Dump","Carp","Getopt::Long","",""
"776","DBI","DBD::Oracle","Net::LDAP","Tk","HTML::Mason"
"777","DBD::Oracle","CGI","Date::Calc","Net::SMTP",""
"778","LWP::UserAgent","HTML::TreeBuilder","WWW::Mechanize","Spreadsheet::ParseExcel::Simple","XML::Simple"
"779","DBI","XML::Compile","Template","XML::Parser",""
"780","","","","",""
"781","Moose","Catalyst","App::Ack","App::Nopaste","App::Ack"
"782","Catalyst","DBIx::Class","Moose","Text::CSV",""
"783","","","","",""
"784","CPAN::Module","CPAN::Mini","CPAN::SQLite","CPAN::Debug","CPAN::Packager"
"785","","","","",""
"786","Moose","Catalyst","DBIx::Class","DBI",""
"787","Moose","DBIx::Class","DBI","HTTP::Request","XML::LibXML"
"788","DBI","SOAP::Lite","Mail::Lite","",""
"789","CGI","Readonly","strict","",""
"790","","","","",""
"791","DBI","DBD::Pg","GD","XML::Twig","PDF::API2"
"792","","","","",""
"793","","","","",""
"794","","","","",""
"795","Date::Calc","Catalyst","Mojolicious","Memcached::libmemcached","PerlTidy::Run"
"796","XML::Twig","LWP::Simple","Data::Dumper","File::Find","Getopt::Long"
"797","","","","",""
"798","CGI, FCGI","List::AllUtils","Net::*","LWP",""
"799","Catalyst","DBI","Moose","DBIx::Connector","TT2"
"800","","","","",""
"801","","","","",""
"802","Moose","Catalyst","HTML::Mason","XML::LibXML","DBD::Pg"
"803","LWP","mod_perl","CPAN","HTML::Parser","Mason"
"804","","","","",""
"805","catalyst","moose","dbi","lwp","dbd oracle"
"806","Time::Piece","XML::LibXML","XML::LibXSLT","DBI","Digest::MD5"
"807","","","","",""
"808","Math::MatrixReal","HTTP::Lite","","",""
"809","","","","",""
"810","Data::Dumper","DBI","DBD::DB2","DateTime","LWP::UserAgent"
"811","mail::sender","","","",""
"812","Moose","IO::All","LWP::UserAgent","Plack","Text::Template"
"813","","","","",""
"814","","","","",""
"815","DBD::File","HTML::Parser","DBD::Mysql","Net::DNS","SVN::Client"
"816","Text::Template","DBI","Spreadsheet::ParseExcel","CGI","MIME::Tools"
"817","Catalyst","DBIx::Class","","",""
"818","Catalyst","DBIx::Class","Moose","Data::Dumper","Params::Validate"
"819","","","","",""
"820","","","","",""
"821","Data::Dumper","Devel::REPL","DBI","List::Util","Moose"
"822","DBIx::Class","Catalyst","Net::DNS","",""
"823","","","","",""
"824","Moose","Win32","Mysql","Tk","Acme::LOLCAT"
"825","","","","",""
"826","AnyEvent","DBI","JSON::XS","Devel::Declare",""
"827","DBI","libnet","","",""
"828","","","","",""
"829","","","","",""
"830","DBI","JSON","YAML","DATA::DUMPER","Tie::IxHash"
"831","Moose","DateTime","Shell::Perl","DBI","Rose::DB::Object"
"832","","","","",""
"833","DBI","Getopt::Long","File::Find","Devel::NYTProf","Test::More"
"834","Text::CSV","Spreadsheet::ParseExcel","Spreadsheet::WriteExcel","Getopt::Std","Log::Log4perl"
"835","","","","",""
"836","DBI","Tk","DBD::Pg","IO","DBIx::Simple"
"837","","","","",""
"838","xml","mechanize","","",""
"839","SOAP::Lite","Log::Log4perl","Data::Dumper","Getopt::Long","LWP"
"840","","","","",""
"841","Bio::SeqIO","Bio::Perl","Data::Dumper","Bio::Seq","Getopt::Std"
"842","Audio::MPD","WWW::Mechanize","","",""
"843","","","","",""
"844","","","","",""
"845","","","","",""
"846","","","","",""
"847","Parallel::ForkManager","Date::Calc","Sort::Key","",""
"848","","","","",""
"849","Test::MockObject","DBD::mysql","XML::Simple","LWP::Simple","Geo::Coordinates::UTM"
"850","","","","",""
"851","Rose::Object","Mason","XML::LibXML","LWP",""
"852","","","","",""
"853","","","","",""
"854","Date::Parse","XML::TreeBuilder","CGI","LWP::Simple","LWP::UA"
"855","CGI","DBI","Date","Storable","Data::Dumper"
"856","","","","",""
"857","Template","YAML::Syck","Storable","Perl::Critic","JSON"
"858","","","","",""
"859","Catalyst","Data::Dumper","XML::Parser","SOAP::Lite","HTML::Template"
"860","","","","",""
"861","","","","",""
"862","DBI","mod_perl2","Test::More","DateTime","Class::InsideOut"
"863","Data::Dumper","File::Spec","DBI","XML::Twig","WWW::Mechanize"
"864","","","","",""
"865","LWP","XML-stuff","","",""
"866","","","","",""
"867","","","","",""
"868","Data::Dumper","LWP::Simple","HTML::Parser","XML::Simple","XML::Parser"
"869","","","","",""
"870","DBI","Carp","Data::Dumper","time","XML::Simple"
"871","DateTime","DBI","Template","YAML","JSON"
"872","Data::Dumper","Net::SSH","Parallel::ForkManager","DBD::mysql","Net::DNS"
"873","","","","",""
"874","Bio::AlignIO::fasta","GD","","",""
"875","","","","",""
"876","MP3::ID3Lib","MP3::Info","Palm","",""
"877","CGI","Image::Size","Log::Log4perl","Date::Calc","Text::CSV"
"878","","","","",""
"879","LWP","XML::Simple","File::Find","JSON","YAML"
"880","","","","",""
"881","","","","",""
"882","","","","",""
"883","Data::Dump","List::Util","AnyEvent","DBIx::Class","Catalyst"
"884","CGI","Data::Dumper","HTML::Template","Getopt::Long","Spreadsheet::ParseExcel"
"885","WWW::Mechanize","HTML::TreeBuilder","Log::Log4perl","Mouse","DBI"
"886","","","","",""
"887","DBI","IO::Socket::INET6","JSON::XS","DBD::mysql","String::Similarity"
"888","","","","",""
"889","","","","",""
"890","LWP","HTML::Mason","Moose","BerkeleyDB","Test::More"
"891","Catalyst","Template","YAML","DBIx::Class::Core","XML::API"
"892","","","","",""
"893","CGI","DBI","HTML::Template","CGI::Fast","Net::LDAP"
"894","","","","",""
"895","Carp","Template","Mojolicious","Moose","DBI"
"896","XML::Simple","LWP","Win32::OLE","Log::Log4perl","CGI::Application"
"897","XML::Simple","JSON::Any","Text::Template","Date::Parse","Data::Dumper"
"898","DBI::DBD","CGI","MIME::Lite","SOAP::Lite",""
"899","","","","",""
"900","","","","",""
"901","","","","",""
"902","","","","",""
"903","","","","",""
"904","","","","",""
"905","","","","",""
"906","","","","",""
"907","","","","",""
"908","XML::Twig","DBI","Inline::Java","DBD::SQLite2","IPC::Open3"
"909","Data::Dump","FindBin","Sys::Hostname","Catalyst","Moose"
"910","","","","",""
"911","Apache","DBI::DBD","JSON","Spread","Crypt::Blowfish"
"912","","","","",""
"913","DBIx::Class","Catalyst","CGI::Application","JSON","Template"
"914","","","","",""
"915","HTML::Mason","DBI","Test::Base","CGI::Fast","LWP"
"916","","","","",""
"917","DBI","DateTime","Test::More","Module::Build","XML::LibXML"
"918","","","","",""
"919","CGI","DBI","HTML suite","Net suite","XML suite"
"920","","","","",""
"921","DBI","Test::*","Perlcritic","Template","Moose"
"922","","","","",""
"923","DBI","Data::Dumper","LWP","YAML","Tk"
"924","JSON","Template","Catalyst","DBI","Log::Dispatch"
"925","","","","",""
"926","Data::Dumper","DBI","DBD::Oracle","Digest","LWP"
"927","","","","",""
"928","VMS::Stdio","VMS::DCLsym","Text::Diff","IO::Socket","CGI"
"929","socket","find","fcntl","Digest:SHA1",""
"930","","","","",""
"931","File::Basename","Getopt::Long","Mail::Send","Cwd","Parallel::Forker"
"932","","","","",""
"933","Catalyst","POE","WWW::Mechanize","",""
"934","","","","",""
"935","Moose","DBIx::Class","Test::Most","Catalyst","DBI"
"936","Bio::SimpleAlign","Bio::*","IO::String","Tie::IxHash",""
"937","","","","",""
"938","","","","",""
"939","LWP","Mail::IMAPClient","Net::LDAP","DBI","HTML::Mason"
"940","strict (or common::sense)","CGI","PDF::API2","Image::Magick","Class::DBI (still does it for me)"
"941","Getopt::Long","LWP","Readonly","",""
"942","","","","",""
"943","Sun::Solaris::Exacct","Sun::Solaris::Privilege","Sun::Solaris::Project","Sun::Solaris::Task","Sun::Solaris::Ucred"
"944","Catalyst","DBIx::Class","Moose","WWW::Mechanize","DBI"
"945","Moose","Template::Toolkit","DateTime","",""
"946","Tk","Win32","GPIB","",""
"947","","","","",""
"948","Rose::DBx::Object::Renderer","Rose::DBx::Object::Builder","Rose::DB::Object","CGI::Application","CGI::Application::Plugin::Authentication"
"949","HTML::Mason","Apache::*","Test::More","DBI","Class::DBI"
"950","CGI","DBI","TemplateToolkit","Date::Calc","File::Recurse"
"951","","","","",""
"952","Oraperl","CGI","CGI::FastTemplate","XML::Simple","JSON"
"953","","","","",""
"954","","","","",""
"955","","","","",""
"956","LWP","YAML","Moose","Sex","orz"
"957","DBI","WDDX","CGI","File:",""
"958","","","","",""
"959","","","","",""
"960","LWP::Simple","YAML","HTML::TreeBuilder","Date::Calc","Text::CSV::Simple"
"961","","","","",""
"962","","","","",""
"963","i never","use cpan","because i don't install","anything without a","proper debian package"
"964","POSIX","DateTime","Text::Template","",""
"965","","","","",""
"966","DBI","POSIX","Data::Dumper","Getopt::Long","Socket"
"967","LWP","DBI","Net","",""
"968","","","","",""
"969","","","","",""
"970","DBI","NET","Parallel::ForkManager","HTML::TokeParser","Date::Pcalc"
"971","","","","",""
"972","Moose","DBI","SOAP::Lite","DateTime","Catalyst"
"973","strict","CGI","","",""
"974","","","","",""
"975","DBI","","","",""
"976","Data::Dumper","XML::Simple","Net::SFTP","MIME::Lite","Date::Calc"
"977","","","","",""
"978","Devel::NYTProf","Text::Tmpl","BerkeleyDB","Cache::FastMmap","List::MoreUtils"
"979","","","","",""
"980","DBI","XML::LibXML","Data::Dumper","LWP","Log::Log4perl"
"981","","","","",""
"982","","","","",""
"983","HTML","DBA","","",""
"984","Test::More","DBI","Data::Dumper","XML::LibXML","CGI"
"985","Catalyst","DBIx::Class","DBI","POE","Device::SerialPort"
"986","Text::CSV_XS","Moose","DBI","Test::Most","Net::CIDR::Lite"
"987","DBD::Pg","CGI","Text::LevenshteinXS","",""
"988","","","","",""
"989","DBI","DBIx::Class","","",""
"990","Apache-DBI","mod_perl2","libapreq2","DBI","DBD-mysql5"
"991","","","","",""
"992","DBI","Date","Net","",""
"993","","","","",""
"994","","","","",""
"995","","","","",""
"996","DBI","DBD::Oracle","DBD::ODBC","Win32::OLE","Moose"
"997","WWW::Mechanize","HTML::Parser","MOD::perl","",""
"998","DBD::*","SOAP::Lite","SOAP::*","Perl::Critic","XML::Simple XML::Parser XML::SAX"
"999","Catalyst","DBIx::Class","Moose","MooseX::Types","Scalar::Util"
"1000","File::Find","XML::Simple","CGI","NET::FTP","MIME::Lite"
"1001","Perl::Critic","LWP","constant","",""
"1002","","","","",""
"1003","","","","",""
"1004","","","","",""
"1005","Moose","Net","Win32::API","",""
"1006","","","","",""
"1007","","","","",""
"1008","","","","",""
"1009","POE","Moose","Storable","AnyEvent","Catalyst"
"1010","CPAN","","","",""
"1011","IO::Handle","YAML::Syck","Net::SSH2","Mail::Box","Proc::ProcessTable"
"1012","XML-Twig","Net-XMPP","Tk-autobind","Perl-Critic","Perl-Tidy"
"1013","","","","",""
"1014","DBI","Template","mod_perl2","Data::Dumper","YAML::Syck"
"1015","","","","",""
"1016","DBI","DBD::mysql","Apache::Application::Plus","Apache2",""
"1017","","","","",""
"1018","DBI","Template","Mojolicious","Moose","Class::Accessor"
"1019","","","","",""
"1020","Catalyst","dbix","moose","Net::DNS","Sys::Hostname"
"1021","LWP","POE","Net::SSLeay","",""
"1022","WWW::Mechanize","XML::SAX","IO::All","Net::DNS",""
"1023","Data::Dumper","DBD::DBI","POE","Parse::RecDescent","YAML"
"1024","Net::LDAP","","","",""
"1025","DBD::Oracle","DBI","","",""
"1026","","","","",""
"1027","IO","Text-PDF","XML-Parser","HTML-Tree","Digest-MD5"
"1028","","","","",""
"1029","Data::Dumper","dbi","catylyst","",""
"1030","","","","",""
"1031","moose","critic","html::mason","",""
"1032","Moose","Class::MOP","DBI","LWP","Path::Class"
"1033","Data::Dump","List::Util","threads","Thread::Queue",""
"1034","Data::Dumper","CGI","Carp","XML::LibXML::Simple",""
