"","official_perl_cert_for_me","official_perl_cert_for_others","perl_cert_comments"
"3224",NA,NA,""
"3225",1,1,""
"3226",2,2,"Certifications and degrees impress me less than examples of actual work and the ability to formulate good abstract solutions."
"3227",NA,NA,""
"3228",NA,NA,""
"3229",NA,NA,""
"3230",3,4,"Not useful, focus on the language itself, not some certificate."
"3231",2,2,"I don't think certification can capture the competence of a programmer.[CR]A better measure would be resume of cpan module he/she has contributed.[CR]"
"3232",1,1,"I think you should prove your knowledge in other useful ways, not with ""Official certifications"""
"3233",NA,NA,""
"3234",NA,NA,""
"3235",2,1,""
"3236",4,6,"good idea, the criterias would be interesting"
"3237",5,5,"It would be good as I could easily add something to my CV (resume), but I'm not sure that Perl is suited to business programming and it's businesses who look for certification."
"3238",5,5,""
"3239",NA,NA,""
"3240",1,1,""
"3241",1,1,""
"3242",3,5,"good idea. "
"3243",5,5,""
"3244",3,6,""
"3245",7,7,""
"3246",2,3,""
"3247",5,1,""
"3248",NA,NA,""
"3249",4,4,""
"3250",5,5,""
"3251",5,6,""
"3252",2,2,"As the open source language with the largest repository of freely-browsable open source code (along with matching bug tracker), Perl has a community-moderated skill-measurement system in CPAN and its RT instance. A potential employer can ask a prospective employee their CPAN ID and go read their code / the bugs they've reported and fixed. This has the added benefit of being autonomously contemporaneous. Static certification tests can only cover a finite spectrum of the technical gamut that is Perl. CPAN and rt.cpan.org participation demonstrate technical prowess and also soft skills, such as project management and ability to work in a remote team setting. These cannot possibly be assessed by a certification but are at least as important for employers as the technical skills a certification would cover. These arguments are equally applicable to any sort of (technical) certification, but few languages provide a centralized, well-established proving ground for developers to exercise their soft skills simultaneously (with the added benefit that the product of such is usable code)."
"3253",3,4,"I think employers should test and question their prospective employees, not rely on certification."
"3254",NA,NA,""
"3255",NA,NA,""
"3256",3,5,""
"3257",1,5,""
"3258",3,3,"I don't think that the market is (currently) looking for people who are certified Perl programmers.  They're looking for people with other skills first, and Perl second (or third, or further down the list).  Most companies that use Perl in my experience (and I've been CTO at a couple) look for good programmers first, and are willing to train people in Perl (it's not hard to pick up).  Although it's old news now, the very first edition of the Camel Book was awful and with it's (lame) jokey approach to introducing the language turned a lot of people off.  Besides, if you have time to study Perl and take classes and go for a certification, you're not -writing- Perl, are you?"
"3259",NA,NA,""
"3260",2,1,""
"3261",1,1,"I'd never even thought about it"
"3262",3,3,""
"3263",7,7,""
"3264",5,5,""
"3265",7,7,"Good idea."
"3266",1,1,""
"3267",1,1,""
"3268",5,5,""
"3269",1,1,""
"3270",NA,NA,""
"3271",NA,NA,""
"3272",2,3,""
"3273",2,2,"bad idea"
"3274",NA,NA,""
"3275",2,3,""
"3276",1,1,"generally, i'm not fond of certifications "
"3277",7,7,"Why don't we already have that?"
"3278",6,NA,""
"3279",3,3,"IT moves so quickly that certification is just a treadmill"
"3280",5,5,""
"3281",5,5,"I think perl certification would be a good idea for some people."
"3282",NA,NA,""
"3283",NA,NA,""
"3284",5,5,""
"3285",2,2,""
"3286",1,6,""
"3287",5,5,""
"3288",NA,NA,""
"3289",3,3,"Bad idea, other langs are doing fine without certification."
"3290",1,6,"Not particularly useful at my workplace."
"3291",6,6,""
"3292",NA,NA,""
"3293",2,3,"I generally don't like certs"
"3294",NA,NA,""
"3295",2,1,"Only worth the paper it's printed on."
"3296",NA,NA,""
"3297",3,3,"I doubt we'll be able to agree on what to test for certification, maybe for setup stuff, like using local::lib, writing code as a cpan module, ability to deploy code with cpan, etc"
"3298",2,1,""
"3299",1,1,""
"3300",NA,NA,""
"3301",1,1,""
"3302",5,6,""
"3303",2,2,"Do not care."
"3304",NA,NA,""
"3305",2,1,"no -- I'm not a big fan of certification"
"3306",3,1,"May be divisive, two likely camps are: ""I've been programming x years and don't need no stinking certification."" vs. ""Everybody should be certified to prove their competence."" "
"3307",4,5,""
"3308",3,5,"I don't know what it would take for me to hire a programmer who didn't have code on CPAN that I could review. I'd want to know that certification offered a similar level of confidence."
"3309",3,6,""
"3310",1,1,""
"3311",3,3,""
"3312",NA,NA,""
"3313",1,1,"we don't need no steenkeen badges"
"3314",NA,NA,""
"3315",6,6,""
"3316",7,7,"that would be great"
"3317",NA,NA,""
"3318",NA,NA,""
"3319",NA,NA,""
"3320",NA,NA,""
"3321",2,2,"Certificates are generally overrated."
"3322",4,4,""
"3323",5,5,"It may be too late for the industry to acknowledge the value of this, given that the language is perceived to be on the decline. I mean, is there even a ship date for Perl 6?"
"3324",2,1,""
"3325",NA,NA,""
"3326",3,6,""
"3327",NA,NA,""
"3328",6,1,""
"3329",5,7,"Perhaps perl certification would solve the ""I can never find perl programmers complaint"""
"3330",NA,NA,""
"3331",1,1,""
"3332",3,5,""
"3333",NA,NA,""
"3334",NA,NA,""
"3335",1,1,""
"3336",6,6,""
"3337",NA,NA,""
"3338",5,7,""
"3339",NA,NA,""
"3340",NA,NA,""
"3341",2,2,""
"3342",5,7,"Do it just like LPI."
"3343",NA,NA,""
"3344",NA,NA,""
"3345",5,5,""
"3346",6,6,""
"3347",2,4,""
"3348",1,1,""
"3349",1,1,"Never heard of before..."
"3350",NA,NA,""
"3351",2,2,"The only reason I have ever known anyone to get a technical certification is to impress a manager that they know is an idiot."
"3352",2,1,""
"3353",4,4,""
"3354",NA,NA,""
"3355",3,5,"Certifications as a rule aren't very useful except to show a prospective employer's HR department that you can pass a test.  A far more interesting way to show a prospective employer that you can program (in perl if necessary) is to maintain a project (sourceforge/github) or otherwise have code samples to deliver."
"3356",2,2,"I think Java/.NET certificates are just for CV padding, a more sensible and useful way to demonstrate language proficiency is by writing and releasing programs in that language."
"3357",NA,NA,""
"3358",5,5,""
"3359",NA,NA,""
"3360",NA,NA,""
"3361",4,5,"The primary benefit would not be to individual programmers, but to Perl's image to less-technical management types, who want to know there's a supply of ""good enough"" programmers"
"3362",5,1,"If not sponsored by my employer (and it won't be by my current manager) then I will not have spare time & money for it."
"3363",NA,NA,""
"3364",2,2,"Why?"
"3365",7,7,""
"3366",1,1,""
"3367",NA,NA,""
"3368",5,5,""
"3369",NA,NA,""
"3370",NA,NA,""
"3371",3,5,"from my experience certifications don't say anything about qualifications, they're just a rough screening, nothing else"
"3372",6,6,""
"3373",5,5,"I don't care too much about certification.  I use perl for my own projects, and I use it at the office as duct tape.  No cert needed for those purposes."
"3374",1,1,"Language Certifications seem to mean more to non-technical management/HR than anyone else."
"3375",1,1,""
"3376",NA,NA,""
"3377",5,5,"I guess some circlejerk certification could help with certain jobs.."
"3378",3,5,""
"3379",4,7,""
"3380",5,6,""
"3381",NA,NA,""
"3382",NA,NA,""
"3383",5,6,""
"3384",3,1,"effort best elsewhere most likely"
"3385",3,6,""
"3386",NA,NA,""
"3387",3,6,""
"3388",NA,NA,""
"3389",1,1,"I only had 1 interview about Perl, but my proficiency was determined on the basis of my publicly-available code and a programming test, not any kind of certification."
"3390",6,6,"no"
"3391",NA,NA,""
"3392",NA,NA,""
"3393",5,5,""
"3394",6,6,"Given that jobs I see rarely ask for such at thing, but it does make some sense in terms of what a certification gives a person - a simple statement that you've read enough to pass a test."
"3395",4,4,"I haven't found certification to be a useful indicator of quality with our java programmers.  I am wary of perl certification, without knowing what the goals of the cert would be.  I could see it as useful if the certification was about software lifecycle, testing, support, maintenance along with perl idioms and fluency.  "
"3396",7,7,""
"3397",NA,NA,""
"3398",2,2,""
"3399",3,4,"Certifications in general do not do a good job of measuring useful qualities. "
"3400",6,6,"If such a thing existed, it should be administered non-commercially if possible."
"3401",NA,NA,""
"3402",6,6,""
"3403",NA,NA,""
"3404",5,5,"I don't know the tradeoffs in providing such a certification, but with all programming jobs I've applied for I've been tested (verbally or on paper) to show my programming expertise, and I don't think that'll change with certification. Therefore, certification may be redundant in some cases."
"3405",2,4,"I've never found certifications to be of much value.  Knowing how to do something and real-world practice are very different things.  (I have Microsoft certs but remember nothing from those)"
"3406",NA,NA,""
"3407",NA,NA,""
"3408",3,1,"why?  Certification is bullshit and proves nothing."
"3409",5,5,"Not necessary. It's a self-certifying community via CPAN prolific-ness."
"3410",3,3,""
"3411",NA,NA,""
"3412",2,2,"Oh, please. If you want to rip people off, find a way that's less gross."
"3413",1,1,""
"3414",2,6,""
"3415",NA,NA,""
"3416",2,2,"I don't think certification is useful, except for certification companies."
"3417",6,6,""
"3418",5,6,""
"3419",6,6,"should not only programming, but CPAN usage and other community skills too"
"3420",1,1,""
"3421",6,6,"Should not be too easy."
"3422",NA,NA,""
"3423",2,2,""
"3424",NA,NA,""
"3425",NA,NA,""
"3426",4,4,"I can see how this could be useful but we already have a cert system based on involvement. CPAN. I think that test based certs are just complicating the problem."
"3427",NA,NA,""
"3428",6,6,"online certification is the best way"
"3429",1,1,""
"3430",2,5,"I think it's offensive but I'm sure some people will want them (both as an applicant as an employer)."
"3431",NA,NA,""
"3432",5,6,""
"3433",4,5,""
"3434",NA,NA,""
"3435",5,6,""
"3436",5,5,""
"3437",6,6,""
"3438",1,5,""
"3439",3,3,""
"3440",6,6,"It's pointless but the ""men"" in charge like to see it."
"3441",5,5,"Not at this time."
"3442",3,4,""
"3443",4,6,""
"3444",NA,NA,""
"3445",3,1,""
"3446",NA,NA,""
"3447",NA,NA,""
"3448",2,2,""
"3449",NA,NA,""
"3450",2,1,""
"3451",NA,NA,""
"3452",6,6,""
"3453",6,6,""
"3454",1,1,""
"3455",5,6,"Perl certification has two huge goals. First, it shows that there is an organization behind the language who is willing to certify those who use it, and second, it encourages proper programming style and shows employers what they can reasonably expect. I like the idea."
"3456",NA,NA,""
"3457",2,1,""
"3458",5,5,""
"3459",5,5,""
"3460",3,3,"It's only useful for organizations unfamiliar with Perl IMO."
"3461",NA,NA,""
"3462",2,2,"Certifications are useless. Usually we try to avoid hiring engineers with certifications, they are the programming equivalent of a GED. What we look for are creative, brilliant individuals who have a passion for programming. Typically those personality types do not come with certifications."
"3463",3,3,""
"3464",NA,NA,""
"3465",NA,NA,""
"3466",7,7,""
"3467",1,1,""
"3468",5,5,""
"3469",1,5,""
"3470",NA,NA,""
"3471",4,5,""
"3472",3,1,""
"3473",5,5,""
"3474",NA,NA,""
"3475",7,6,""
"3476",6,6,""
"3477",NA,NA,""
"3478",NA,NA,""
"3479",3,3,""
"3480",NA,NA,""
"3481",6,7,"Make it a standard, something that would be accepted by employers, like SCJP or MCSE"
"3482",2,3,"Certification does not, in practice, sieve out people who should barely be allowed to program their dishwasher.  It's only beneficial for the certification companies.  For us programmers, just another annoyance.  Bureaucracy."
"3483",NA,NA,""
"3484",7,7,""
"3485",6,6,"Whether it is truly useful or not it is something that other main stream languages have. "
"3486",1,1,""
"3487",3,3,"who cares?"
"3488",4,5,""
"3489",2,5,""
"3490",NA,NA,""
"3491",1,1,""
"3492",2,2,""
"3493",NA,NA,""
"3494",NA,NA,""
"3495",NA,NA,""
"3496",3,4,""
"3497",3,3,""
"3498",NA,NA,""
"3499",NA,NA,""
"3500",NA,NA,""
"3501",NA,NA,""
"3502",NA,NA,""
"3503",3,3,""
"3504",NA,NA,""
"3505",3,5,""
"3506",1,1,"I would like to pursue it if there's such a thing, but I'm not sure how much can impact on my career."
"3507",1,1,"Maybe it would be cool. It may help to establish recognized best practices, stamped and approved. It's the flexibility thing: so many ways to do stuff, the best or better ways may not be immediately obvious. but with a stamp, they could be ""officially"" recognized."
