"","running_perl_program_across_mult_platforms_easy","cross_platform_perl_programming_comments"
"3614",NA,""
"3615",5,""
"3616",1,"None."
"3617",2,""
"3618",5,""
"3619",NA,""
"3620",5,""
"3621",7,"Fantastic!"
"3622",6,""
"3623",NA,""
"3624",NA,""
"3625",NA,""
"3626",7,""
"3627",6,"It generally ""just works"" in my experience, unless you're dealing with antiquated systems, i.e. Solaris 5.8."
"3628",5,""
"3629",5,""
"3630",NA,""
"3631",1,""
"3632",6,"RHEL -> HPux easy for medium size application 10000 lines of code"
"3633",NA,""
"3634",1,""
"3635",NA,""
"3636",NA,""
"3637",NA,""
"3638",5,"It is easy iff the modules that you use have author(s) that care about cross platform programming.[CR][CR]If the module assumes you are on a *nix type system it can be hard to get it working on windows."
"3639",1,"."
"3640",NA,""
"3641",1,""
"3642",NA,""
"3643",6,"I have had no issues between OS X and Linux. Have never dealt with perl on Windows."
"3644",NA,""
"3645",5,""
"3646",1,"None"
"3647",NA,""
"3648",NA,""
"3649",NA,""
"3650",1,""
"3651",5,"The biggest hitch is distribution - in particular, installing system libraries/headers needed by CPAN modules.  Better integration of CPAN.pm/CPANPLUS with native packaging systems is needed."
"3652",NA,"If Perl stays betwwen Unix like, that's fine. Altoght, different plattaforms have different specificities."
"3653",NA,""
"3654",7,"Check CPAN before implementing any"
"3655",NA,""
"3656",6,""
"3657",NA,""
"3658",1,""
"3659",5,"it's generally fine as long as you use cross platform packages and avoid system/backticks calls..."
"3660",NA,""
"3661",NA,""
"3662",NA,""
"3663",NA,""
"3664",5,""
"3665",6,""
"3666",NA,""
"3667",5,""
"3668",5,""
"3669",NA,""
"3670",NA,""
"3671",6,""
"3672",5,"Don't really do it, but it seems possible as longs as you pick modules available on all platforms and stay away from some pitfalls with file / system management..."
"3673",5,"Wx (mattia) needs more help to solve issues under certain platforms"
"3674",1,""
"3675",5,""
"3676",1,""
"3677",1,""
"3678",6,""
"3679",5,"It's not as easy as it could be, but it's not Perl's fault. OS package management makes it hard to choose dependencies that will work on all platforms. OSX is particularly nasty since the OS relies on older Perl 5.8.."
"3680",6,"It's usually quite painless to deal with any platform issues that crop up.  There are Perl modules that provide enough syntactic aide to get you through platform issues, and a quick Google search usually helps me find the right thing to do."
"3681",NA,""
"3682",1,"don't bother, run it on linux"
"3683",5,""
"3684",NA,""
"3685",NA,""
"3686",6,"Nice when it works, frustrating when it doesn't"
"3687",6,""
"3688",4,"Me no like."
"3689",NA,""
"3690",NA,""
"3691",3,""
"3692",5,""
"3693",5,"Hm not for Windows "
"3694",6,""
"3695",1,""
"3696",4,""
"3697",1,""
"3698",NA,""
"3699",3,""
"3700",2,"n/a for me"
"3701",5,""
"3702",3,""
"3703",7,"we smoke test our perl modules daily running commands like:[CR]mmk test  /macro=(INST_LIB=[],INST_ARCHLIB=[])   ! on VMS[CR]make test INST_LIB=. INST_ACRHLIB=.              # on Linux[CR]"
"3704",6,""
"3705",NA,""
"3706",6,""
"3707",5,""
"3708",6,""
"3709",NA,""
"3710",5,""
"3711",NA,""
"3712",NA,""
"3713",1,""
"3714",1,""
"3715",5,""
"3716",7,"In the early days, Perl compatibility across multiple linux platforms,[CR]happened to be much better than the even the basic csh/sh/bash shells."
"3717",6,""
"3718",NA,""
"3719",NA,""
"3720",1,""
"3721",NA,""
"3722",7,"Life saver."
"3723",5,""
"3724",6,""
"3725",5,""
"3726",6,""
"3727",NA,""
"3728",1,"The reason I picked N/A above is that it depends. For most stuff including GUIs 'Strongly Agree' is the answer. If you need peculiar OS interaction the answer is 'Disagree'."
"3729",6,""
"3730",4,""
"3731",6,"easier than most"
"3732",NA,""
"3733",6,""
"3734",6,""
"3735",1,""
"3736",NA,""
"3737",NA,""
"3738",3,""
"3739",5,""
"3740",NA,""
"3741",3,""
"3742",1,""
"3743",4,""
"3744",5,""
"3745",NA,""
"3746",4,"Installation on Linux is often flawless, however, where I really need the help, on Windows, test often bomb out. "
"3747",6,""
"3748",6,""
"3749",NA,""
"3750",1,""
"3751",6,"Is good the problem is the CPAN dependencies like C libs."
"3752",6,"file separator is different between OP systems"
"3753",2,""
"3754",6,""
"3755",NA,""
"3756",6,""
"3757",5,""
"3758",5,""
"3759",6,""
"3760",NA,""
"3761",5,""
"3762",2,"Dynamic language often are an hassle for cross-platform"
"3763",NA,""
"3764",NA,""
"3765",4,""
"3766",NA,""
"3767",NA,""
"3768",NA,""
"3769",6,""
"3770",NA,""
"3771",5,""
"3772",4,""
"3773",7,""
"3774",6,""
"3775",5,""
"3776",NA,""
"3777",6,"cross platform perl programming is very easy without GUI."
"3778",1,"I've never had the need - I only target linux."
"3779",6,""
"3780",6,""
"3781",5,""
"3782",NA,""
"3783",4,"Working with processes is not portable which is a pain.  Perl is very unix-y which is nice unless you need to work with Windows."
"3784",NA,""
"3785",6,""
"3786",5,""
"3787",6,""
"3788",6,""
"3789",7,""
"3790",4,""
"3791",3,"You have to keep in mind the differences between your systems core when building an application in any language.  Perl is a little more constrained on that due to Problems with library portability."
"3792",1,""
"3793",1,""
"3794",NA,""
"3795",6,""
"3796",NA,""
"3797",NA,""
"3798",NA,""
"3799",6,""
"3800",1,""
"3801",NA,""
"3802",5,""
"3803",NA,""
"3804",NA,""
"3805",4,"It depends what you're trying to do."
"3806",NA,""
"3807",5,""
"3808",6,""
"3809",6,"32-bit and 64-bit libraries sometimes make things tricky"
"3810",6,""
"3811",NA,""
"3812",6,"As a Unix programmer, Perl was my first choice when I had to write an app for Windows.  Worked very well."
"3813",NA,""
"3814",6,""
"3815",NA,""
"3816",5,""
"3817",1,"I only use Linux."
"3818",4,""
"3819",NA,""
"3820",NA,""
"3821",NA,""
"3822",6,""
"3823",1,""
"3824",5,""
"3825",NA,""
"3826",5,""
"3827",1,""
"3828",6,"compiling XS modules not so easy on some platform."
"3829",6,""
"3830",5,""
"3831",5,""
"3832",NA,""
"3833",NA,""
"3834",5,"Remember that cross-platform also means portability over DBMSs, where applicable, and not just over operating systems.  DBMSs are the second-biggest platform lock-in besides OSs."
"3835",5,""
"3836",3,"windows support is quite bad"
"3837",6,""
"3838",NA,""
"3839",NA,""
"3840",7,"I rarely use platforms other than Linux."
"3841",NA,""
"3842",5,""
"3843",4,""
"3844",1,""
"3845",5,""
"3846",NA,""
"3847",NA,""
"3848",4,""
"3849",NA,""
"3850",1,""
"3851",5,"it depends on the program and used modules."
"3852",6,""
"3853",6,""
"3854",5,""
"3855",6,"We need Strawberry Perl Professional for Linux, Solaris and Mac to make it easy to deploy cross platform."
"3856",5,""
"3857",5,""
"3858",NA,""
"3859",5,""
"3860",4,""
"3861",NA,""
"3862",4,""
"3863",NA,""
"3864",4,""
"3865",NA,""
"3866",6,""
"3867",1,""
"3868",6,""
"3869",6,""
"3870",5,"A nice standard lib way to access paths on windows identical to unixes would be nice. A perl::critic type plugin (may already exist) to warn about non-windows-friendly code like dropping to shell, not specifying binmode in handling files, using symlink stuff and different style carriage returns."
"3871",NA,""
"3872",1,""
"3873",5,"poor to non-existent support on mobile platform."
"3874",4,""
"3875",1,""
"3876",6,""
"3877",NA,""
"3878",6,""
"3879",NA,""
"3880",4,""
"3881",NA,""
"3882",4,""
"3883",NA,""
"3884",5,""
"3885",NA,""
"3886",6,""
"3887",6,""
"3888",NA,""
"3889",6,""
"3890",6,"Works!"
"3891",1,"a necessity"
"3892",NA,""
"3893",5,""
"3894",3,""
"3895",NA,""
"3896",NA,""
"3897",6,"I do not use it very much, but I appreciate that it ""just works""."
"3898",1,"planned to do in near future (for private use: linux/windows)"
"3899",NA,""
"3900",4,""
"3901",6,"I just make sure the CPAN modules I need are in place on every platform."
"3902",NA,""
"3903",6,""
"3904",NA,""
"3905",NA,""
"3906",NA,""
"3907",NA,""
"3908",1,""
"3909",NA,""
"3910",NA,""
"3911",5,"Windows is horrible"
"3912",5,""
"3913",5,""
"3914",5,""
"3915",2,""
"3916",5,"I do not care for Windows much, so this question does not concern me."
"3917",NA,""
"3918",5,"My dream is that some day exists a runtime-environment for each platform that can execute bytecode-compiled perl programs from any other platform. Like in Java![CR]"
"3919",5,""
"3920",5,"Mostly, it's easy.  Easier than any other language I've tried.  ActiveState does a great job of making CPAN modules available for Windows environments where a C/C++ build environment may not be available.  I wish it were that easy for OS X."
"3921",1,""
"3922",6,"CPAN testers notifications should be checked for redundancy. One notice that code doesn't work with bleedperl on the notoriously craptastic Win32 platform is sufficient."
"3923",5,"We have scripts that run across both linux and Unix just fine at my employment. I have not faced too many problems in my home/personal time with perl when it comes to cross-platform programming/execution either."
"3924",5,"need to be careful with file system separators.[CR]"
"3925",7,""
"3926",4,"too many modules require a c compiler"
"3927",6,""
"3928",5,""
"3929",NA,""
"3930",5,""
"3931",5,""
"3932",7,""
"3933",NA,""
"3934",6,"Running the same perl program across more than one platform (e.g. linux, mac os x windows) is easy, provided that the program is written to be cross-platform."
"3935",NA,""
"3936",1,""
"3937",1,""
"3938",5,""
"3939",1,""
"3940",NA,""
"3941",NA,""
"3942",7,""
"3943",3,""
"3944",1,""
"3945",5,"it works :)"
"3946",NA,""
"3947",NA,""
"3948",NA,""
"3949",1,""
"3950",NA,""
"3951",5,""
"3952",1,""
"3953",NA,""
"3954",6,"Works usually really well."
"3955",NA,""
"3956",6,""
"3957",5,""
"3958",7,"Perl makes that extraordinarily easy, but it's not a big requirement in my work."
"3959",NA,""
"3960",NA,""
"3961",NA,""
"3962",3,""
"3963",5,""
"3964",6,"I'm a sysadmin with serveral unix/Linux flavours and different versions of perl. So one script running on several platforms is essential."
"3965",6,"Some parts (system, exec, fork, filesystem handling) are not as portable as others.  CGI works well cross-platform though."
"3966",6,""
"3967",6,"The vast majority of the time it ""just works"".  One of the great strengths of Perl."
"3968",NA,""
"3969",3,"Native bindings are the main issue. It will always break things."
"3970",6,"this is the way to go and it's great that perl has a long and successful track record on it."
"3971",5,"Not much experience there."
"3972",6,"Finding how to detect and make appropriate adjustments was a bit of a struggle, but after that, no biggie"
"3973",7,"Well, it works great in the nix family.  I've never done much with Windows.  I wish I could hook into Mac OS X's Cocoa api."
"3974",NA,""
"3975",6,"Adam Kennedy deserves a medal for his efforts on Windows.  Not that I use it, but I like knowing that other people can run my programs on Windows."
"3976",6,""
"3977",NA,""
"3978",NA,""
"3979",1,""
"3980",1,""
"3981",6,"We're doing a good job of a painful problem."
"3982",6,""
"3983",NA,""
"3984",1,""
"3985",NA,""
"3986",NA,""
"3987",NA,""
"3988",NA,""
"3989",5,""
"3990",5,""
"3991",1,"shebang line differences and using it in the script makes it inconvenient developing web apps in Windows env, for Linux env."
"3992",6,""
"3993",NA,""
"3994",6,""
"3995",NA,""
"3996",NA,""
"3997",1,""
"3998",7,"It's a breeze but I only use UNIX-like platforms."
"3999",6,"The only exception tends to be windows which usually lacks the DLLs for the open source libraries which are often components of more complex Perl modules."
"4000",3,"It sometimes needs too much thinking before start programming; but this is not the fault of perl ..."
"4001",NA,""
"4002",5,""
"4003",NA,""
"4004",6,"For what I do with Perl, it's pretty easy."
"4005",5,""
"4006",NA,""
"4007",1,""
"4008",5,""
"4009",6,""
"4010",6,""
"4011",6,""
"4012",NA,""
"4013",1,""
"4014",7,""
"4015",6,""
"4016",7,""
"4017",5,""
"4018",6,"The windows situation is a mess. "
"4019",NA,""
"4020",6,""
"4021",4,""
"4022",NA,""
"4023",3,""
"4024",6,"C integration could be easier..."
"4025",5,""
"4026",NA,""
"4027",1,""
"4028",4,""
"4029",NA,""
"4030",1,""
"4031",NA,""
"4032",6,""
"4033",NA,""
"4034",NA,""
"4035",NA,""
"4036",1,""
"4037",1,""
"4038",5,"The weak point is in packaging and delivering dependencies.  End-users should not install from the CPAN."
"4039",1,""
"4040",NA,""
"4041",4,""
"4042",1,""
"4043",NA,""
"4044",6,""
"4045",5,"External library compilation in Windows is often hard, making a lot of XS modules that rely on them un-installable on Windows."
"4046",1,""
"4047",6,""
"4048",6,"maintaining multiple Perl library installations is a PITA."
"4049",6,""
"4050",NA,"My division recommends Perl for portable scripting."
"4051",6,"Have done little Windows Perl programming only because I try to avoid Windows.[CR]If I *had* to use Windows, I'd use Perl there for almost everything."
"4052",6,""
"4053",3,""
"4054",5,""
"4055",6,""
"4056",NA,""
"4057",6,""
"4058",3,""
"4059",5,""
"4060",5,""
"4061",NA,""
"4062",4,""
"4063",NA,""
"4064",5,"I haven't done much cross platform programming.  I moved to linux 10+ years ago because I felt like a second class citizen programming perl on windows."
"4065",1,""
"4066",6,"It works well provided a technically-inclined person deploys the application. It's difficult to create a prereq set across all the platforms."
"4067",6,""
"4068",4,"perlbrew will help us to do it."
"4069",1,""
"4070",3,""
"4071",NA,""
"4072",1,""
"4073",7,""
"4074",NA,""
"4075",5,""
"4076",NA,""
"4077",3,"The real problem with cross platform perl programming for me is with Windows.  There are three decent ports, but each have significant failings:[CR]* cygwin and stawberry are unix like out of the box, but applications developed there are difficult to deploy to machines without a perl interpreter already installed.[CR]* ActiveState has a useful tool for generating .exe files from a perl script which works without much effort on most windows boxes, and provides a number of pre-built CPAN modules, though not enough and frequently not the latest versions."
"4078",NA,""
"4079",NA,""
"4080",5,""
"4081",4,""
"4082",7,""
"4083",1,"Only use linux"
"4084",5,""
"4085",6,""
"4086",NA,""
"4087",NA,""
"4088",1,""
"4089",2,"It's even worse than regular perl programming!"
"4090",1,""
"4091",6,""
"4092",NA,""
"4093",6,"easy might not be the right word. ""easier"" would be the best way to put it. "
"4094",6,""
"4095",6,""
"4096",6,""
"4097",5,"unfortunately windows support is a bit bad.[CR]Powershell looks partiall more promising for Windows"
"4098",5,""
"4099",6,""
"4100",1,""
"4101",1,""
"4102",NA,""
"4103",7,""
"4104",6,""
"4105",6,""
"4106",NA,""
"4107",NA,""
"4108",6,""
"4109",6,""
"4110",4,"Modules are often not cross platform compatible"
"4111",6,"Pure Perl is the best route to take for cross-platform programming...  When necessary, make sure your C/XS is as portable as possible."
"4112",6,""
"4113",5,""
"4114",6,""
"4115",5,"Having a native Perl interpreter within Windows would be nice."
"4116",4,"There is a complication for some XS-modules on Windows even with Strawberry Perl"
"4117",NA,""
"4118",6,""
"4119",NA,""
"4120",7,"more modules included in base distributions"
"4121",1,""
"4122",6,""
"4123",1,""
"4124",7,""
"4125",6,""
"4126",6,"Programming Perl to run across different platform is usually easy. Sometime I might run into rough corners where some CPAN module or its dependency is using XS and I have to compile it myself(More of a problem on Windows) I use ActivePerl on windows and try and restrict my module usage to the set of available modules on their ppm repository."
"4127",4,"it works amazingly well between linux/solaris/hp-ux"
"4128",NA,""
"4129",6,"Never had any problems. I'm a grown-up adult and thus know what I'm doing. Sometimes. "
"4130",3,"Rarely seem to have success. Would personally prefer that Perl concentrate on its Unix roots."
"4131",1,"never tried, I program Perl on Linux und those scripts do run under Linux only. Additionally I have to use some Perl-scripts under windows which is not a nice thing"
"4132",6,""
"4133",6,""
"4134",7,"It's relatively easy to write cross-platform Perl, with a little care."
"4135",6,""
"4136",NA,""
"4137",7,""
"4138",7,"Easy enough"
"4139",NA,""
"4140",3,"Windows has always been a second class Perl platform.  Strawberry Perl may be changing that.  Thank God."
"4141",NA,""
"4142",5,""
"4143",7,""
"4144",NA,""
"4145",NA,""
"4146",6,"Perl has many tools that make cross-platform programming easier, when they are used (File::Spec, Path::Class, File::HomeDir, etc), and perlport is a great source of information of what to do and not to do."
"4147",6,"Between Linux and Solaris, easy. Between Unix and windows, much less so"
"4148",NA,""
"4149",7,""
"4150",NA,""
"4151",NA,""
"4152",7,""
"4153",7,"easier than breathing"
"4154",NA,""
"4155",NA,""
"4156",6,"Windows is the main problem."
"4157",6,""
"4158",NA,""
"4159",6,""
"4160",1,""
"4161",1,""
"4162",5,"The only thing that's an issue is running perl in cygwin because of issues with paths."
"4163",NA,""
"4164",6,""
"4165",1,""
"4166",NA,""
"4167",1,""
"4168",6,""
"4169",6,"I do simple things, this time-savers,[CR]but this works great. Surprise"
"4170",6,"As long as I have the right modules, it works like a charm."
"4171",4,"The lack of a built in standard for dealing with files, sysopen ties directly to unix's open for instance, allows easy cross platform incompatibility by lesser experienced developers."
"4172",7,""
"4173",3,"i used to have many system commands and bash-tricks in many perl-scripts.[CR]It would nearly never work on a windows machine. try to get wget and mysql running on windows with identical commands in perl?"
"4174",6,""
"4175",5,""
"4176",NA,""
"4177",NA,""
"4178",NA,""
"4179",3,"tried it briefly with windows, was too painful to continue."
"4180",4,""
"4181",NA,""
"4182",1,""
"4183",1,""
"4184",NA,""
"4185",4,"It seems to be pretty good at this point. However, I don't do any GUI operations with Perl."
"4186",NA,""
"4187",NA,""
"4188",1,""
"4189",6,""
"4190",5,""
"4191",6,""
"4192",NA,""
"4193",3,"Sometimes getting modules on all platforms can be a real chore"
"4194",6,""
"4195",6,"All the code ive written has 'just worked'"
"4196",7,"CPAN is one of the best things that has ever happened to programming."
"4197",3,""
"4198",5,""
"4199",7,""
"4200",5,"Perl is a VM and for the most part has done a good job of making cross platform programming easy.  The devil is in the details."
"4201",6,""
"4202",1,""
"4203",7,""
"4204",5,""
"4205",5,"Portability (especially of some CPAN modules) could be improved, but the ability to directly use system calls is of the same importance, so the current state of Perl programs portability in general is more than acceptable."
"4206",6,""
"4207",NA,""
"4208",1,"it sucks, it stops me from chossing perl if I need advanced features."
"4209",6,"Cygwin goes a long way toward smoothing Unix -> Windows porting."
"4210",1,""
"4211",NA,""
"4212",6,"I wish it worked better on VAX/VMS."
"4213",NA,""
"4214",6,""
"4215",5,""
"4216",NA,""
"4217",6,""
"4218",6,""
"4219",NA,""
"4220",2,""
"4221",NA,""
"4222",3,""
"4223",7,"It takes some effort, but it's worthwhile."
"4224",6,""
"4225",5,""
"4226",NA,""
"4227",NA,""
"4228",5,"There should be some sort of quality indicator for CPAN modules saying: runs (with all dependencys) on at least Linux, Windows (and perhaps Mac)."
"4229",5,""
"4230",NA,""
"4231",NA,""
"4232",5,""
"4233",3,""
"4234",5,""
"4235",NA,""
"4236",NA,""
"4237",7,""
"4238",7,""
"4239",5,"installing Perl modules that require compilations is not easy. "
"4240",6,""
"4241",1,"Don't do it"
"4242",6,"Much easier than Java!"
"4243",6,""
"4244",6,"As long as Perl is used for the code, it's portable.  It's when developers use the exec(), system() or backticks that bites."
"4245",7,""
"4246",5,""
"4247",5,""
"4248",6,""
"4249",5,"Not very problematic at all.  Once was, has become much less so."
"4250",6,""
"4251",5,""
"4252",NA,""
"4253",5,""
"4254",7,"Good enough"
"4255",NA,""
"4256",NA,""
"4257",NA,""
"4258",6,"I've seen the same perl code run on everything from embedded boards to big ass mainframes. nuff said."
"4259",5,""
"4260",3,""
"4261",NA,""
"4262",NA,""
"4263",1,""
"4264",NA,""
"4265",NA,""
"4266",6,""
"4267",NA,""
"4268",6,"Thankfully i don't have to do that right now."
"4269",NA,""
"4270",5,""
"4271",NA,""
"4272",NA,""
"4273",5,""
"4274",5,""
"4275",1,""
"4276",NA,""
"4277",4,""
"4278",6,""
"4279",NA,""
"4280",NA,""
"4281",NA,""
"4282",1,""
"4283",3,""
"4284",NA,""
"4285",7,"Very important"
"4286",NA,""
"4287",NA,""
"4288",6,"Discipline!"
"4289",6,"Cross platform, Linux, Tru64, MacOSX etc, always been fine in the main. Never use the system binary and you'll be OK."
"4290",1,""
"4291",5,""
"4292",7,""
"4293",NA,""
"4294",NA,""
"4295",6,""
"4296",3,""
"4297",5,""
"4298",NA,""
"4299",4,""
"4300",5,""
"4301",6,"Mostly if you don't do anything stupid, it will work."
"4302",6,""
"4303",NA,""
"4304",1,""
"4305",6,"We need something better than XS for interfacing with C libraries."
"4306",NA,""
"4307",NA,""
"4308",1,"I like that, most of the time a script I write on solaris will work the same on windows."
"4309",NA,""
"4310",NA,""
"4311",NA,""
"4312",7,""
"4313",3,""
"4314",5,""
"4315",NA,""
"4316",NA,""
"4317",5,""
"4318",3,""
"4319",NA,""
"4320",6,"Issues are related to missing cross-platform considerations on some modules, which are usually not very hard to solve (when possible)"
"4321",6,""
"4322",NA,""
"4323",6,""
"4324",NA,""
"4325",5,"needs better filename handling"
"4326",6,"Wondering if there will ever be a version that runs on s60"
"4327",5,"Usually (coding on Windows to run on Solaris) it just works and that's brilliant - when ppm/CPAN installation doesn't just work, I have had very little success forcing things or trying to install them manually, and normally end up resorting to a rewrite to avoid the problematic module - for this reason (and also the main Solaris sysadmin's suspicion of installing too many unknown modules :) I try to keep the number of modules required to a minimum and stick to well-known core modules, or at least ones already in place on the server"
"4328",5,"it's all fun and games until the GUI gets involved..."
"4329",6,""
"4330",NA,""
"4331",1,""
"4332",NA,""
"4333",NA,""
"4334",NA,""
"4335",6,""
"4336",5,""
"4337",1,""
"4338",NA,""
"4339",5,""
"4340",NA,""
"4341",6,""
"4342",4,""
"4343",NA,""
"4344",1,""
"4345",5,""
"4346",NA,""
"4347",5,""
"4348",5,""
"4349",1,""
"4350",4,""
"4351",5,""
"4352",NA,""
"4353",3,""
"4354",NA,""
"4355",5,""
"4356",NA,""
"4357",NA,""
"4358",7,""
"4359",1,""
"4360",NA,""
"4361",4,""
"4362",5,""
"4363",NA,""
"4364",6,"It works with VMS, but have file size problems. [CR]The Salary survey question was ducked. "
"4365",1,"Only worked with Perl on Unixes and Unix-like operating systems."
"4366",6,""
"4367",6,""
"4368",1,""
"4369",NA,""
"4370",3,"it's hard to bundle everything"
"4371",5,"windows sucks. No default compiler tool chain or something else. Strawberry Perl does a lot that this is better with shipping some important modules already pre-compiled. But it is still a pain to use some other XS modules. And in generally because Windows does everything a little bit other then any other existsing operationg system."
"4372",6,"I rarely use windows.  Strawberry Perl seems good, but is still much different than linux/unix"
"4373",3,"For a big project, getting all the dependencies installed is just hard, even when moving between with similar systems (from debian to ubuntu, etc..)."
"4374",3,""
"4375",1,""
"4376",5,""
"4377",4,""
"4378",6,""
"4379",3,""
"4380",NA,""
"4381",5,""
"4382",6,""
"4383",NA,""
"4384",6,""
"4385",5,"Haven't really tried Windows. Works well across *NIXes"
"4386",4,"Too many modules don't consider the ActiveState platform."
"4387",5,""
"4388",NA,""
"4389",NA,""
"4390",NA,""
"4391",6,"I don't care about Windows..."
"4392",4,""
"4393",1,""
"4394",NA,""
"4395",NA,""
"4396",6,""
"4397",5,""
"4398",6,""
"4399",6,""
"4400",1,""
"4401",4,""
"4402",5,""
"4403",6,""
"4404",NA,""
"4405",6,""
"4406",6,""
"4407",NA,""
"4408",NA,""
"4409",6,"newlines/carriage returns are annoying"
"4410",NA,""
"4411",1,""
"4412",4,"Hey, it's a pain in the ass to do local editing and checking of programs that use modules that aren't installed locally. Like, you can't even syntax check a script that uses a module that's not installed on the editing platform."
"4413",NA,""
"4414",NA,""
"4415",5,""
"4416",NA,""
"4417",5,""
"4418",5,""
"4419",4,""
"4420",1,"none"
"4421",1,""
"4422",6,""
"4423",1,""
"4424",NA,""
"4425",NA,""
"4426",5,""
"4427",3,"Most parts are easy, things get ugly only when interacting closely with the OS and the shell."
"4428",4,""
"4429",NA,""
"4430",NA,""
"4431",4,""
"4432",NA,""
"4433",NA,""
"4434",NA,""
"4435",7,"Pretty simple once you get your head around portability issues..."
"4436",1,"Using ppm instead"
"4437",5,"I only use perl in POSIX environments, a lot of times against GNU libs..  I've never written perl for Windows."
"4438",NA,""
"4439",5,"Haven't needed to do much. Have had trouble getting some perl apps to run on OS X, but I didn't write them."
"4440",2,"As soon as you leave realm of Perl and start prodding environment it all falls to the hell."
"4441",4,"Not all modules are meant to be used on all platforms, so it's expected for some to just not be able to work everywhere."
"4442",1,""
"4443",5,""
"4444",6,""
"4445",6,""
"4446",NA,""
"4447",7,""
"4448",6,"It's definitely appealing, but I don't often need it.  Maybe PAR::Packer will change my mind."
"4449",7,"It is very well adapted. Use of manual editors help a lot than other editors meant for a particular platform."
"4450",6,"N/A"
"4451",NA,""
"4452",5,""
"4453",NA,""
"4454",NA,""
"4455",3,""
"4456",NA,""
"4457",NA,""
"4458",6,""
"4459",NA,""
"4460",6,""
"4461",1,""
"4462",3,""
"4463",NA,""
"4464",5,"I pity people trying to use perl on Windows, but only because I pity people trying to do anything on Windows. (I have no direct experience doing perl coding for windows.)[CR][CR]I don't really consider it any kind of challenge to deploy Perl code written on OS X on Linux; OS X is UNIX, and Linux is Unix-like, so it's not really cross-platform development."
"4465",NA,""
"4466",1,""
"4467",4,"windows is a bit hard for programmers"
"4468",3,"cygwin can be very annoying sometimes!"
"4469",NA,""
"4470",6,""
"4471",1,""
"4472",NA,""
"4473",NA,""
"4474",5,"most difficult is related tools (mysql,...)"
"4475",1,""
"4476",6,"it usually works"
"4477",5,""
"4478",5,""
"4479",6,""
"4480",6,""
"4481",6,"I would say it is mostly similar to other programming languages"
"4482",6,""
"4483",1,""
"4484",3,""
"4485",5,""
"4486",NA,""
"4487",4,""
"4488",NA,""
"4489",1,""
"4490",5,""
"4491",NA,""
"4492",NA,""
"4493",NA,""
"4494",2,""
"4495",NA,""
"4496",NA,""
"4497",1,""
"4498",5,""
"4499",NA,""
"4500",NA,""
"4501",NA,""
"4502",NA,""
"4503",NA,""
"4504",3,"I don't."
"4505",1,""
"4506",4,""
"4507",4,""
"4508",NA,""
"4509",7,"It is as easy as Java is, but Perl programmes seem to run faster than Java."
"4510",NA,""
"4511",6,""
"4512",NA,""
"4513",6,""
"4514",NA,""
"4515",NA,""
"4516",1,""
"4517",1,""
"4518",NA,""
"4519",NA,""
"4520",NA,""
"4521",1,""
"4522",5,""
"4523",6,""
"4524",5,"Sometimes problematic, generally easier on linux than windows especially when there are compiled dependencies"
"4525",NA,""
"4526",NA,""
"4527",5,""
"4528",5,""
"4529",1,""
"4530",1,""
"4531",6,""
"4532",NA,""
"4533",5,""
"4534",6,"No"
"4535",4,""
"4536",NA,""
"4537",6,""
"4538",6,""
"4539",NA,""
"4540",6,""
"4541",1,""
"4542",NA,""
"4543",4,"Community support for windows is sparse."
"4544",6,"No issues..."
"4545",NA,""
"4546",NA,""
"4547",NA,""
"4548",NA,""
"4549",6,""
"4550",NA,""
"4551",6,""
"4552",NA,""
"4553",5,""
"4554",6,""
"4555",1,""
"4556",1,""
"4557",6,""
"4558",4,""
"4559",NA,""
"4560",4,""
"4561",7,""
"4562",6,"I never use/test on windows"
"4563",NA,""
"4564",5,""
"4565",NA,""
"4566",1,""
"4567",3,"""Second-hand"" cross-platform issues are my biggest barrier (i.e. when the cross-platform issue is really cause by my dependencies: CPAN modules, CPAN module tests, or ""external"" programs such as MySQL)."
"4568",NA,""
"4569",1,""
"4570",NA,""
"4571",1,""
"4572",5,""
"4573",7,""
"4574",NA,""
"4575",5,""
"4576",NA,""
"4577",5,"this is not a perl-program but how forking is (can be!) done running on windows is unfortunately not the same as one unix. obvious. it's not perl's fault. "
"4578",1,"actually I only use linux"
"4579",6,""
"4580",4,"Perl has much to do fixing incomplete POSIX implementations it seems."
"4581",1,""
"4582",1,"Never done that."
"4583",5,""
"4584",NA,""
"4585",NA,""
"4586",NA,""
"4587",NA,""
"4588",6,""
"4589",5,""
"4590",6,"It works very well, even if newlines don't :-)"
"4591",NA,""
"4592",6,""
"4593",NA,""
"4594",NA,""
"4595",6,""
"4596",1,""
"4597",1,""
"4598",3,"path separators mike life unpleasant.  CPAN modules help mitigate this,thankfully."
"4599",5,""
"4600",NA,""
"4601",NA,""
"4602",6,""
"4603",NA,""
"4604",5,""
"4605",NA,""
"4606",6,""
"4607",7,""
"4608",6,""
"4609",7,"The primary problem is C dependencies. A lesser problem is distributions that don't state all their dependencies (e.g. assuming DBI to always be present) and fail on install for fresh systems ‰€” I think there could be a drive to improve this across CPAN."
"4610",1,"I don't do cross platform Perl programming. "
"4611",3,"It's trickier than one would except."
"4612",NA,""
"4613",1,""
"4614",5,""
"4615",NA,""
"4616",NA,""
